Transfer Net,Driver,Receiver,Node,UI (ns),Floating Vref (V),VinMeas(H/L) Width (ns),Virtual Width (ns),VinMeas Jitter (ns),Inner Height (V),Outer Height (V),Min Voltage (V),Max Voltage (V),Min Slew Time (ns),Max Slew Time (ns),Simulation,Max Eye Width (ns),Max Eye Width Voltage (V),VinMeas Left (V),VinMeas Right (V),VinMeas High Left (V),VinMeas Low Left (V),VinMeas High Right (V),VinMeas Low Right (V),AC Noise,AC Noise Source,Inner Eye Min (V),Inner Eye Max (V),Inner Eye Min Eye Time (ns),Inner Eye Min Sim Time (ns),Inner Eye Max Eye Time (ns),Inner Eye Max Sim Time (ns),Outer Eye Min (V),Outer Eye Max (V),Outer Eye Min Eye Time (ns),Outer Eye Min Sim Time (ns),Outer Eye Max Eye Time (ns),Outer Eye Max Sim Time (ns),VinMeas Width (ns),VinMeas Left Eye Time (ns),VinMeas Right Eye Time (ns),VinMeas Left Sim Time (ns),VinMeas Right Sim Time (ns),VinMeas(H/L) Left Eye Time (ns),VinMeas(H/L) Right Eye Time (ns),VinMeas(H/L) Left Sim Time (ns),VinMeas(H/L) Right Sim Time (ns),Virtual Left Eye Time (ns),Virtual Right Eye Time (ns),Virtual Left Sim Time (ns),Virtual Right Sim Time (ns),Eye Start Sim Time(ns),Eye Stop Sim Time (ns),Min Voltage Eye Time (ns),Min Voltage Sim Time (ns),Max Voltage Eye Time (ns),Max Voltage Sim Time (ns),VinMeas Left Low Eye Time (ns),VinMeas Left Low Sim Time (ns),VinMeas Left High Eye Time (ns),VinMeas Left High Sim Time (ns),VinMeas Right Low Eye Time (ns),VinMeas Right Low Sim Time (ns),VinMeas Right High Eye Time (ns),VinMeas Right High Sim Time (ns),Min Slew Rate (V/ns),Max Slew Rate (V/ns),Min DC Slew Rate (V/ns),Max DC Slew Rate (V/ns),Min AC Slew Rate (V/ns),Max AC Slew Rate (V/ns),Min SRIdiff Slew Rate (V/ns),Min SRIdiff Slew Rate Time (ns),Max SRIdiff Slew Rate (V/ns),Max SRIdiff Slew Rate Time (ns),Rising Jitter (ns),Falling Jitter (ns),Ringback Margin (V),Ringback_High Margin (V),Ringback_Low Margin (V),SIMULATOR,AGGRESSORS,CORNER,$T1:DELAY,$T2:DELAY,$T4:DELAY,PATTERN
sheet1,Controller,IO0,IO0_pad,15.000,,13.875,13.875,0.126,2.595,4.364,-0.671,3.705,0.065,0.082,controller_ssse_4_0o75_1o5\controller_ssse_4_0o75_1o5.csd,14.922,1.100,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.316,2.911,25.172,220.172,23.762,203.762,-0.663,3.701,18.512,183.512,19.772,169.772,14.874,17.072,31.952,107.092,211.966,18.062,31.922,63.063,61.938,18.062,31.922,63.063,61.938,31.952,241.952,18.542,183.542,19.802,169.802,18.062,63.063,17.132,47.133,32.042,47.051,31.922,61.938,0.586,8.374,8.070,10.348,0.302,8.364,NoDef,NoDef,NoDef,NoDef,0.006,0.007,-0.110,0.134,-0.110,IsSpice4,0,SSSE,4in,0.75in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.799,14.799,0.122,2.513,4.573,-0.709,3.869,0.069,0.099,controller_ssse_4_0o75_1o5\controller_ssse_4_0o75_1o5.csd,14.991,0.860,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.321,2.834,24.821,219.821,24.461,114.461,-0.709,3.864,18.281,153.281,18.521,198.521,14.878,17.411,32.291,47.436,212.315,17.471,32.261,47.487,62.286,17.471,32.261,47.487,62.286,32.321,242.321,18.311,153.311,18.551,198.551,17.351,152.359,17.471,47.487,32.381,227.386,32.261,62.286,6.691,9.608,6.843,9.924,6.545,9.311,NoDef,NoDef,NoDef,NoDef,0.004,0.008,0.437,0.524,0.437,IsSpice4,0,SSSE,4in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.796,14.796,0.131,2.802,4.429,-0.693,3.737,0.067,0.087,io0_ssse_4_0o75_1o5\io0_ssse_4_0o75_1o5.csd,14.992,0.789,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.108,2.910,24.316,159.316,24.406,114.406,-0.693,3.737,18.556,213.556,18.706,108.706,14.869,17.086,31.966,107.101,91.970,17.116,31.936,107.144,211.940,17.116,31.936,107.144,211.940,31.966,241.966,18.586,213.586,18.736,108.736,16.996,152.012,17.116,107.144,32.026,47.055,31.936,211.940,7.610,9.862,7.717,9.969,7.484,9.757,NoDef,NoDef,NoDef,NoDef,0.005,0.008,0.403,0.628,0.403,IsSpice4,0,SSSE,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.804,14.804,0.115,2.269,4.580,-0.704,3.877,0.075,0.097,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,14.989,0.915,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.504,2.773,25.452,220.452,25.062,85.062,-0.704,3.877,18.462,33.462,18.642,48.642,14.886,17.412,32.292,137.431,152.316,17.472,32.262,137.479,62.283,17.472,32.262,137.479,62.283,32.292,212.292,18.492,33.492,18.672,48.672,17.352,122.368,17.472,137.479,32.352,47.377,32.262,62.283,6.802,8.754,7.011,9.168,6.586,8.429,NoDef,NoDef,NoDef,NoDef,0.008,0.009,0.292,0.322,0.292,IsSpice4,0,SSSE,4in,0.75in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.795,14.795,0.123,2.634,4.431,-0.676,3.757,0.063,0.098,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,14.990,0.872,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.409,3.043,24.730,99.730,25.360,145.360,-0.675,3.756,18.940,63.940,19.180,109.180,14.877,17.200,32.080,77.229,212.106,17.260,32.050,227.280,62.075,17.260,32.050,227.280,62.075,32.080,242.080,18.970,63.970,19.210,109.210,17.140,92.148,17.260,227.280,32.170,197.178,32.050,62.075,6.722,10.420,6.646,10.531,6.752,10.312,NoDef,NoDef,NoDef,NoDef,0.005,0.009,0.581,0.757,0.581,IsSpice4,0,SSSE,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.803,14.803,0.119,2.517,4.351,-0.673,3.728,0.070,0.088,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,14.991,0.840,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.385,2.902,24.081,219.081,24.201,114.201,-0.673,3.679,19.281,94.281,18.861,168.861,14.881,17.271,32.151,167.291,212.171,17.331,32.121,137.335,62.138,17.331,32.121,137.335,62.138,32.151,242.151,19.311,94.311,18.891,168.891,17.211,92.217,17.331,137.335,32.241,197.245,32.121,62.138,7.524,9.451,7.772,9.708,7.201,9.208,NoDef,NoDef,NoDef,NoDef,0.003,0.008,0.558,1.226,0.558,IsSpice4,0,SSSE,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.800,14.800,0.131,2.823,4.530,-0.696,3.835,0.062,0.080,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,14.992,0.766,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.273,3.096,24.976,219.976,24.496,174.496,-0.696,3.834,18.826,93.826,19.006,109.006,14.869,17.236,32.086,47.238,92.107,17.266,32.056,47.278,62.079,17.266,32.056,47.278,62.079,32.116,242.116,18.856,93.856,19.036,109.036,17.116,32.145,17.266,47.278,32.176,227.199,32.056,62.079,8.214,10.579,8.317,10.846,8.114,10.376,NoDef,NoDef,NoDef,NoDef,0.006,0.007,0.495,0.762,0.495,IsSpice4,0,SSSE,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.779,14.779,0.144,2.705,4.557,-0.704,3.853,0.069,0.094,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,14.992,0.773,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.388,3.094,24.824,99.824,24.344,174.344,-0.704,3.852,18.704,93.704,18.824,78.824,14.856,17.264,32.114,167.282,92.138,17.324,32.084,227.328,62.107,17.324,32.084,227.328,62.107,32.114,242.114,18.734,93.734,18.854,78.854,17.174,212.181,17.324,227.328,32.204,77.232,32.084,62.107,7.059,9.603,7.001,9.600,7.119,9.628,NoDef,NoDef,NoDef,NoDef,0.005,0.006,0.561,0.685,0.561,IsSpice4,0,SSSE,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.785,14.785,0.139,2.459,4.342,-0.677,3.665,0.068,0.089,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,14.974,0.850,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.371,2.830,24.429,69.429,23.889,113.889,-0.677,3.665,19.119,34.119,20.079,110.079,14.861,17.229,32.079,107.241,92.102,17.259,32.049,107.287,212.072,17.259,32.049,107.287,212.072,32.109,212.109,19.149,34.149,20.109,110.109,17.139,212.141,17.259,107.287,32.169,197.197,32.049,212.072,7.398,9.721,7.672,9.784,7.111,9.680,NoDef,NoDef,NoDef,NoDef,0.005,0.005,0.136,0.476,0.136,IsSpice4,0,SSSE,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.804,14.804,0.120,2.447,4.522,-0.702,3.821,0.066,0.088,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,14.995,0.846,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.412,2.859,24.253,39.253,25.393,55.393,-0.702,3.821,18.433,33.433,18.523,108.523,14.880,17.413,32.293,107.440,62.319,17.473,32.263,107.483,62.287,17.473,32.263,107.483,62.287,32.293,242.293,18.463,33.463,18.553,108.553,17.353,212.359,17.473,107.483,32.383,47.389,32.263,62.287,7.485,10.057,7.424,10.383,7.474,9.794,NoDef,NoDef,NoDef,NoDef,0.009,0.006,0.577,0.735,0.577,IsSpice4,0,SSSE,4in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.798,14.798,0.122,2.419,4.486,-0.699,3.793,0.071,0.088,io0_ssse_4_1o5_1o5\io0_ssse_4_1o5_1o5.csd,14.993,0.846,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.176,2.595,25.332,190.332,23.922,83.922,-0.699,3.787,18.672,153.672,18.732,48.732,14.878,17.232,32.112,107.239,92.117,17.262,32.052,107.284,62.082,17.262,32.052,107.284,62.082,32.082,242.082,18.702,153.702,18.762,48.762,17.142,182.159,17.262,107.284,32.172,47.192,32.052,62.082,7.516,9.367,7.616,9.521,7.406,9.219,NoDef,NoDef,NoDef,NoDef,0.005,0.006,0.527,0.838,0.527,IsSpice4,0,SSSE,4in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.786,14.786,0.144,2.693,4.549,-0.703,3.846,0.062,0.083,io1_ssse_4_1o5_1o5\io1_ssse_4_1o5_1o5.csd,14.996,0.692,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.370,3.062,24.665,189.665,25.475,55.475,-0.703,3.846,18.905,123.905,19.055,109.055,14.856,17.435,32.285,47.452,122.308,17.465,32.255,47.493,212.279,17.465,32.255,47.493,212.279,32.315,212.315,18.935,123.935,19.085,109.085,17.315,62.343,17.465,47.493,32.405,227.408,32.255,212.279,7.995,10.630,7.999,10.741,7.934,10.531,NoDef,NoDef,NoDef,NoDef,0.005,0.004,0.620,0.660,0.620,IsSpice4,0,SSSE,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.800,14.800,0.124,2.531,4.460,-0.675,3.786,0.065,0.088,controller_ssse_5_0o75_0o75\controller_ssse_5_0o75_0o75.csd,14.995,0.820,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.414,2.945,25.085,160.085,23.945,53.945,-0.675,3.785,19.415,184.415,19.475,79.475,14.876,17.285,32.135,137.289,92.164,17.315,32.105,137.332,62.133,17.315,32.105,137.332,62.133,32.135,242.135,19.445,184.445,19.505,79.505,17.195,212.203,17.315,137.332,32.225,47.245,32.105,62.133,7.485,10.221,7.488,10.367,7.481,10.080,NoDef,NoDef,NoDef,NoDef,0.004,0.005,0.195,0.368,0.195,IsSpice4,0,SSSE,5in,0.75in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.786,14.786,0.134,2.396,4.510,-0.703,3.815,0.073,0.099,controller_ssse_5_0o75_0o75\controller_ssse_5_0o75_0o75.csd,14.993,0.824,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.452,2.848,24.215,219.215,24.395,174.395,-0.701,3.809,18.215,183.215,18.275,108.275,14.866,17.495,32.345,137.499,92.365,17.525,32.315,137.549,212.335,17.525,32.315,137.549,212.335,32.375,212.375,18.245,183.245,18.305,108.305,17.405,122.410,17.525,137.549,32.435,107.450,32.315,212.335,6.690,9.095,6.928,9.457,6.350,8.760,NoDef,NoDef,NoDef,NoDef,0.004,0.007,0.429,0.429,0.512,IsSpice4,0,SSSE,5in,0.75in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.815,14.815,0.114,2.416,4.578,-0.710,3.869,0.063,0.083,io0_ssse_5_0o75_0o75\io0_ssse_5_0o75_0o75.csd,14.992,0.858,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.357,2.773,23.946,158.946,23.946,113.946,-0.710,3.869,18.966,33.966,19.086,199.086,14.886,17.256,32.136,107.275,62.161,17.316,32.106,107.316,92.132,17.316,32.106,107.316,92.132,32.136,242.136,18.996,33.996,19.116,199.116,17.196,152.203,17.316,107.316,32.226,227.230,32.106,92.132,7.930,10.412,7.849,10.548,7.998,10.280,NoDef,NoDef,NoDef,NoDef,0.006,0.008,0.129,0.824,0.129,IsSpice4,0,SSSE,5in,0.75in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.778,14.778,0.141,2.629,4.523,-0.705,3.823,0.071,0.096,io1_ssse_5_0o75_0o75\io1_ssse_5_0o75_0o75.csd,14.989,0.818,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.342,2.971,25.213,160.213,25.273,55.273,-0.705,3.819,18.283,153.283,18.283,138.283,14.859,17.503,32.353,197.512,92.371,17.533,32.323,137.562,212.340,17.533,32.323,137.562,212.340,32.353,242.353,18.313,153.313,18.313,138.313,17.413,182.416,17.533,137.562,32.443,137.466,32.323,212.340,6.869,9.272,7.158,9.668,6.507,8.923,NoDef,NoDef,NoDef,NoDef,0.011,0.007,0.397,0.418,0.397,IsSpice4,0,SSSE,5in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,13.858,13.858,0.129,2.519,4.427,-0.654,3.780,0.065,0.088,controller_ssse_5_0o75_1o5\controller_ssse_5_0o75_1o5.csd,14.918,1.117,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.327,2.846,24.670,159.670,24.100,114.100,-0.654,3.773,18.700,93.700,19.330,109.330,14.871,17.290,32.140,167.295,182.165,18.250,32.110,93.276,62.134,18.250,32.110,93.276,62.134,32.140,242.140,18.730,93.730,19.360,109.360,18.250,93.276,17.320,167.339,32.230,227.249,32.110,62.134,0.579,7.803,7.510,10.399,0.298,7.798,NoDef,NoDef,NoDef,NoDef,0.005,0.003,-0.133,0.112,-0.133,IsSpice4,0,SSSE,5in,0.75in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.802,14.802,0.119,2.458,4.586,-0.711,3.875,0.068,0.093,controller_ssse_5_0o75_1o5\controller_ssse_5_0o75_1o5.csd,14.994,0.859,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.363,2.821,25.780,160.780,25.180,115.180,-0.711,3.875,18.430,93.430,18.670,48.670,14.881,17.620,32.500,167.635,182.516,17.680,32.470,167.681,62.484,17.680,32.470,167.681,62.484,32.500,242.500,18.460,93.460,18.700,48.700,17.530,92.556,17.680,167.681,32.560,137.585,32.470,62.484,7.135,9.684,7.257,9.975,6.936,9.463,NoDef,NoDef,NoDef,NoDef,0.005,0.004,0.521,0.521,0.530,IsSpice4,0,SSSE,5in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.782,14.782,0.143,1.991,4.556,-0.699,3.858,0.063,0.097,io0_ssse_5_0o75_1o5\io0_ssse_5_0o75_1o5.csd,14.991,0.747,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.657,2.648,24.117,129.117,24.117,54.117,-0.699,3.857,19.197,154.197,19.347,139.347,14.857,17.277,32.127,197.294,92.151,17.337,32.097,197.343,62.124,17.337,32.097,197.343,62.124,32.157,242.157,19.227,154.227,19.377,139.377,17.187,62.192,17.337,197.343,32.217,47.246,32.097,62.124,6.794,10.477,6.864,10.546,6.719,10.423,NoDef,NoDef,NoDef,NoDef,0.007,0.008,0.333,0.572,0.333,IsSpice4,0,SSSE,5in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.777,14.777,0.132,2.564,4.529,-0.694,3.842,0.067,0.109,io1_ssse_5_0o75_1o5\io1_ssse_5_0o75_1o5.csd,14.995,0.831,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.375,2.939,25.457,190.457,25.127,115.127,-0.694,3.835,18.467,213.467,18.767,138.767,14.868,17.627,32.507,197.650,212.518,17.687,32.477,137.708,212.485,17.687,32.477,137.708,212.485,32.507,212.507,18.497,213.497,18.797,138.797,17.537,92.556,17.687,137.708,32.567,47.594,32.477,212.485,6.039,9.809,6.565,10.127,5.542,9.635,NoDef,NoDef,NoDef,NoDef,0.006,0.002,0.402,0.402,0.450,IsSpice4,0,SSSE,5in,0.75in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.805,14.805,0.123,2.550,4.441,-0.668,3.773,0.064,0.091,controller_ssse_5_1o5_0o75\controller_ssse_5_1o5_0o75.csd,14.992,0.844,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.323,2.873,25.438,40.438,24.238,114.238,-0.668,3.773,19.168,214.168,19.648,49.648,14.877,17.428,32.308,107.438,182.315,17.458,32.278,227.484,212.289,17.458,32.278,227.484,212.289,32.308,242.308,19.198,214.198,19.678,49.678,17.338,212.355,17.458,227.484,32.368,47.389,32.278,212.289,7.244,10.246,7.063,10.446,7.436,10.056,NoDef,NoDef,NoDef,NoDef,0.006,0.008,0.667,0.826,0.667,IsSpice4,0,SSSE,5in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.785,14.785,0.139,2.569,4.365,-0.672,3.702,0.069,0.090,controller_ssse_5_1o5_0o75\controller_ssse_5_1o5_0o75.csd,14.992,0.778,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.315,2.884,24.548,129.548,24.758,174.758,-0.672,3.693,19.658,184.658,19.028,49.028,14.861,17.498,32.348,197.504,182.365,17.528,32.318,227.551,212.336,17.528,32.318,227.551,212.336,32.348,242.348,19.688,184.688,19.058,49.058,17.378,92.407,17.528,227.551,32.438,227.463,32.318,212.336,7.350,9.568,7.677,9.784,7.050,9.490,NoDef,NoDef,NoDef,NoDef,0.006,0.006,0.622,0.622,0.674,IsSpice4,0,SSSE,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.788,14.788,0.137,1.993,4.532,-0.708,3.836,0.065,0.084,io0_ssse_5_1o5_0o75\io0_ssse_5_1o5_0o75.csd,14.994,0.762,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.521,2.514,24.115,99.115,24.115,204.115,-0.708,3.824,19.165,34.165,19.345,109.345,14.863,17.455,32.305,77.460,152.323,17.485,32.275,77.503,212.291,17.485,32.275,77.503,212.291,32.305,242.305,19.195,34.195,19.375,109.375,17.335,32.364,17.485,77.503,32.395,227.414,32.275,212.291,7.894,10.201,8.125,10.582,7.675,9.846,NoDef,NoDef,NoDef,NoDef,0.006,0.004,0.448,0.863,0.448,IsSpice4,0,SSSE,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.805,14.805,0.120,2.282,4.528,-0.709,3.819,0.064,0.090,io1_ssse_5_1o5_0o75\io1_ssse_5_1o5_0o75.csd,14.993,0.829,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.406,2.688,24.187,99.187,24.157,174.157,-0.709,3.819,18.997,33.997,19.417,49.417,14.881,17.467,32.347,137.483,212.363,17.497,32.317,137.527,212.331,17.497,32.317,137.527,212.331,32.347,212.347,19.027,34.027,19.447,49.447,17.377,182.402,17.497,137.527,32.407,77.436,32.317,212.331,7.366,10.257,7.384,10.479,7.348,10.044,NoDef,NoDef,NoDef,NoDef,0.004,0.006,0.576,0.706,0.576,IsSpice4,0,SSSE,5in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.790,14.790,0.137,2.541,4.409,-0.671,3.738,0.066,0.085,controller_ssse_5_1o5_1o5\controller_ssse_5_1o5_1o5.csd,14.995,0.764,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.306,2.847,25.367,160.367,24.557,144.557,-0.671,3.738,19.397,64.397,19.727,139.727,14.864,17.417,32.297,137.437,122.301,17.477,32.267,137.480,212.270,17.477,32.267,137.480,212.270,32.297,212.297,19.427,64.427,19.757,139.757,17.327,62.341,17.477,137.480,32.387,227.394,32.267,212.270,7.806,10.073,7.684,10.182,7.733,9.966,NoDef,NoDef,NoDef,NoDef,0.006,0.006,0.224,0.382,0.224,IsSpice4,0,SSSE,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.802,14.802,0.119,2.466,4.532,-0.701,3.832,0.068,0.089,controller_ssse_5_1o5_1o5\controller_ssse_5_1o5_1o5.csd,14.995,0.858,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.383,2.849,24.852,159.852,25.722,145.722,-0.700,3.831,18.612,183.612,18.702,78.702,14.881,17.622,32.502,137.639,122.520,17.682,32.472,137.684,122.486,17.682,32.472,137.684,122.486,32.502,242.502,18.642,183.642,18.732,78.732,17.532,152.560,17.682,137.684,32.562,197.590,32.472,122.486,7.443,9.764,7.532,10.058,7.356,9.486,NoDef,NoDef,NoDef,NoDef,0.008,0.005,0.607,0.739,0.607,IsSpice4,0,SSSE,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.763,14.763,0.162,1.732,4.538,-0.691,3.847,0.068,0.084,io0_ssse_5_1o5_1o5\io0_ssse_5_1o5_1o5.csd,14.977,0.734,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.733,2.466,24.427,129.427,24.667,204.667,-0.691,3.847,18.877,63.877,19.627,79.627,14.838,17.437,32.257,107.440,182.278,17.467,32.227,107.482,62.245,17.467,32.227,107.482,62.245,32.257,242.257,18.907,63.907,19.657,79.657,17.317,212.317,17.467,107.482,32.377,197.396,32.227,62.245,7.829,9.724,7.891,9.720,7.769,9.765,NoDef,NoDef,NoDef,NoDef,0.006,0.005,0.254,0.566,0.254,IsSpice4,0,SSSE,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.799,14.799,0.120,2.319,4.520,-0.709,3.829,0.065,0.089,io1_ssse_5_1o5_1o5\io1_ssse_5_1o5_1o5.csd,14.994,0.838,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.366,2.686,24.814,39.814,24.304,114.304,-0.709,3.811,19.174,94.174,19.264,169.264,14.880,17.614,32.494,137.640,62.520,17.674,32.464,227.689,62.488,17.674,32.464,227.689,62.488,32.524,212.524,19.204,94.204,19.294,169.294,17.554,152.559,17.674,227.689,32.584,107.597,32.464,62.488,7.395,10.169,7.261,10.411,7.421,9.962,NoDef,NoDef,NoDef,NoDef,0.003,0.006,0.571,0.614,0.571,IsSpice4,0,SSSE,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.788,14.788,0.137,2.642,4.448,-0.670,3.779,0.064,0.091,controller_ssse_6_0o75_0o75\controller_ssse_6_0o75_0o75.csd,14.982,0.823,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.284,2.926,25.421,220.421,24.731,174.731,-0.670,3.779,19.601,124.601,19.691,199.691,14.863,17.501,32.351,77.501,152.364,17.531,32.321,77.544,152.333,17.531,32.321,77.544,152.333,32.351,212.351,19.631,124.631,19.721,199.721,17.381,212.404,17.531,77.544,32.441,227.456,32.321,152.333,7.290,10.391,7.349,10.500,7.232,10.284,NoDef,NoDef,NoDef,NoDef,0.003,0.007,0.165,0.409,0.165,IsSpice4,0,SSSE,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.805,14.805,0.117,2.483,4.503,-0.700,3.817,0.069,0.098,controller_ssse_6_0o75_0o75\controller_ssse_6_0o75_0o75.csd,14.992,0.876,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.377,2.860,24.841,189.841,24.991,84.991,-0.700,3.804,18.391,213.391,18.451,198.451,14.883,17.671,32.551,77.682,152.565,17.731,32.521,227.731,122.536,17.731,32.521,227.731,122.536,32.551,212.551,18.421,213.421,18.481,198.481,17.581,122.608,17.731,227.731,32.611,227.634,32.521,122.536,6.768,9.599,6.944,9.913,6.601,9.352,NoDef,NoDef,NoDef,NoDef,0.003,0.007,0.469,0.469,0.510,IsSpice4,0,SSSE,6in,0.75in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.792,14.792,0.134,2.192,4.558,-0.704,3.859,0.065,0.084,io0_ssse_6_0o75_0o75\io0_ssse_6_0o75_0o75.csd,14.993,0.760,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.549,2.741,24.666,129.666,24.696,174.696,-0.704,3.854,19.116,34.116,19.326,169.326,14.866,17.466,32.346,77.490,62.356,17.526,32.316,77.532,62.324,17.526,32.316,77.532,62.324,32.346,242.346,19.146,34.146,19.356,169.356,17.376,152.395,17.526,77.532,32.436,227.443,32.316,62.324,7.839,10.234,7.835,10.362,7.843,10.110,NoDef,NoDef,NoDef,NoDef,0.006,0.006,0.295,0.833,0.295,IsSpice4,0,SSSE,6in,0.75in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.784,14.784,0.135,2.391,4.549,-0.707,3.842,0.068,0.096,io1_ssse_6_0o75_0o75\io1_ssse_6_0o75_0o75.csd,14.989,0.819,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.421,2.812,24.656,129.656,24.356,174.356,-0.707,3.842,18.506,93.506,18.746,48.746,14.865,17.696,32.546,197.697,122.561,17.726,32.516,197.745,212.529,17.726,32.516,197.745,212.529,32.546,212.546,18.536,93.536,18.776,48.776,17.606,152.609,17.726,197.745,32.636,137.649,32.516,212.529,6.906,9.700,6.974,10.185,6.840,9.337,NoDef,NoDef,NoDef,NoDef,0.006,0.009,0.278,0.278,0.301,IsSpice4,0,SSSE,6in,0.75in,0.75in,default_clock
