Transfer Net,Driver,Receiver,Node,UI (ns),Floating Vref (V),VinMeas(H/L) Width (ns),Virtual Width (ns),VinMeas Jitter (ns),Inner Height (V),Outer Height (V),Min Voltage (V),Max Voltage (V),Min Slew Time (ns),Max Slew Time (ns),Simulation,Max Eye Width (ns),Max Eye Width Voltage (V),VinMeas Left (V),VinMeas Right (V),VinMeas High Left (V),VinMeas Low Left (V),VinMeas High Right (V),VinMeas Low Right (V),AC Noise,AC Noise Source,Inner Eye Min (V),Inner Eye Max (V),Inner Eye Min Eye Time (ns),Inner Eye Min Sim Time (ns),Inner Eye Max Eye Time (ns),Inner Eye Max Sim Time (ns),Outer Eye Min (V),Outer Eye Max (V),Outer Eye Min Eye Time (ns),Outer Eye Min Sim Time (ns),Outer Eye Max Eye Time (ns),Outer Eye Max Sim Time (ns),VinMeas Width (ns),VinMeas Left Eye Time (ns),VinMeas Right Eye Time (ns),VinMeas Left Sim Time (ns),VinMeas Right Sim Time (ns),VinMeas(H/L) Left Eye Time (ns),VinMeas(H/L) Right Eye Time (ns),VinMeas(H/L) Left Sim Time (ns),VinMeas(H/L) Right Sim Time (ns),Virtual Left Eye Time (ns),Virtual Right Eye Time (ns),Virtual Left Sim Time (ns),Virtual Right Sim Time (ns),Eye Start Sim Time(ns),Eye Stop Sim Time (ns),Min Voltage Eye Time (ns),Min Voltage Sim Time (ns),Max Voltage Eye Time (ns),Max Voltage Sim Time (ns),VinMeas Left Low Eye Time (ns),VinMeas Left Low Sim Time (ns),VinMeas Left High Eye Time (ns),VinMeas Left High Sim Time (ns),VinMeas Right Low Eye Time (ns),VinMeas Right Low Sim Time (ns),VinMeas Right High Eye Time (ns),VinMeas Right High Sim Time (ns),Min Slew Rate (V/ns),Max Slew Rate (V/ns),Min DC Slew Rate (V/ns),Max DC Slew Rate (V/ns),Min AC Slew Rate (V/ns),Max AC Slew Rate (V/ns),Min SRIdiff Slew Rate (V/ns),Min SRIdiff Slew Rate Time (ns),Max SRIdiff Slew Rate (V/ns),Max SRIdiff Slew Rate Time (ns),Rising Jitter (ns),Falling Jitter (ns),Ringback Margin (V),Ringback_High Margin (V),Ringback_Low Margin (V),SIMULATOR,AGGRESSORS,CORNER,$T1:DELAY,$T2:DELAY,$T4:DELAY,PATTERN
sheet1,Controller,IO0,IO0_pad,15.000,,13.862,13.862,0.115,2.580,4.430,-0.670,3.761,0.065,0.089,controller_ssse_6_0o75_1o5\controller_ssse_6_0o75_1o5.csd,14.937,1.093,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.227,2.807,25.268,70.268,24.878,114.878,-0.669,3.761,20.108,125.108,19.538,199.538,14.885,17.468,32.348,167.475,152.360,18.458,32.318,93.470,212.333,18.458,32.318,93.470,212.333,32.348,212.348,20.138,125.138,19.568,199.568,18.458,93.470,17.498,137.518,32.408,47.429,32.318,212.333,0.580,8.042,7.455,10.252,0.299,8.005,NoDef,NoDef,NoDef,NoDef,0.004,0.006,-0.104,0.087,-0.104,IsSpice4,0,SSSE,6in,0.75in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.775,14.775,0.141,2.432,4.583,-0.710,3.874,0.073,0.106,controller_ssse_6_0o75_1o5\controller_ssse_6_0o75_1o5.csd,14.991,0.831,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.358,2.790,25.950,130.950,26.010,116.010,-0.710,3.873,18.660,213.660,18.870,78.870,14.859,17.850,32.700,137.852,152.711,17.880,32.670,137.906,212.681,17.880,32.670,137.906,212.681,32.700,212.700,18.690,213.690,18.900,78.900,17.730,92.756,17.880,137.906,32.790,227.799,32.670,212.681,6.239,9.108,6.402,9.541,6.084,8.780,NoDef,NoDef,NoDef,NoDef,0.008,0.007,0.490,0.490,0.511,IsSpice4,0,SSSE,6in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.798,14.798,0.128,2.219,4.517,-0.703,3.856,0.066,0.088,io0_ssse_6_0o75_1o5\io0_ssse_6_0o75_1o5.csd,14.993,0.813,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.574,2.793,25.187,220.187,25.217,55.217,-0.703,3.815,19.727,154.727,19.907,79.907,14.872,17.477,32.357,167.491,152.363,17.507,32.327,167.534,212.333,17.507,32.327,167.534,212.333,32.357,242.357,19.757,154.757,19.937,79.937,17.387,212.400,17.507,167.534,32.417,47.443,32.327,212.333,7.529,10.055,7.520,10.192,7.403,9.962,NoDef,NoDef,NoDef,NoDef,0.008,0.004,0.249,0.637,0.249,IsSpice4,0,SSSE,6in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.770,14.770,0.138,2.415,4.578,-0.699,3.879,0.072,0.108,io1_ssse_6_0o75_1o5\io1_ssse_6_0o75_1o5.csd,14.996,0.831,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.413,2.828,24.704,189.704,24.524,144.524,-0.699,3.879,18.884,213.884,18.914,198.914,14.862,17.834,32.714,137.857,122.719,17.894,32.654,227.914,122.684,17.894,32.654,227.914,122.684,32.714,242.714,18.914,213.914,18.944,198.944,17.744,62.760,17.894,227.914,32.774,77.803,32.654,122.684,6.142,9.132,6.588,9.548,5.713,8.766,NoDef,NoDef,NoDef,NoDef,0.007,0.003,0.250,0.250,0.379,IsSpice4,0,SSSE,6in,0.75in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.802,14.802,0.125,2.662,4.434,-0.673,3.764,0.068,0.084,controller_ssse_6_1o5_0o75\controller_ssse_6_1o5_0o75.csd,14.992,0.815,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.241,2.902,25.803,220.803,25.083,145.083,-0.672,3.761,20.253,155.253,20.103,110.103,14.875,17.613,32.493,167.637,212.512,17.673,32.463,167.679,62.481,17.673,32.463,167.679,62.481,32.553,212.553,20.283,155.283,20.133,110.133,17.553,32.556,17.673,167.679,32.583,47.592,32.463,62.481,7.858,9.682,7.880,9.886,7.741,9.496,NoDef,NoDef,NoDef,NoDef,0.006,0.008,0.716,0.810,0.716,IsSpice4,0,SSSE,6in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.794,14.794,0.126,2.557,4.405,-0.667,3.740,0.067,0.099,controller_ssse_6_1o5_0o75\controller_ssse_6_1o5_0o75.csd,14.990,0.866,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.334,2.891,24.753,129.753,25.263,145.263,-0.667,3.738,20.073,65.073,19.263,79.263,14.874,17.673,32.553,167.689,212.563,17.733,32.523,167.738,62.532,17.733,32.523,167.738,62.532,32.553,212.553,20.103,65.103,19.293,79.293,17.583,32.607,17.733,167.738,32.613,197.636,32.523,62.532,6.682,9.821,6.620,10.075,6.661,9.580,NoDef,NoDef,NoDef,NoDef,0.008,0.007,0.599,0.599,0.656,IsSpice4,0,SSSE,6in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.789,14.789,0.138,1.927,4.499,-0.702,3.822,0.062,0.085,io0_ssse_6_1o5_0o75\io0_ssse_6_1o5_0o75.csd,14.993,0.730,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.623,2.550,25.017,220.017,25.047,115.047,-0.702,3.797,19.347,34.347,19.527,79.527,14.862,17.637,32.487,137.641,182.503,17.667,32.457,167.683,182.473,17.667,32.457,167.683,182.473,32.487,242.487,19.377,34.377,19.557,79.557,17.517,122.542,17.667,167.683,32.577,227.597,32.457,182.473,7.770,10.601,7.912,10.783,7.626,10.427,NoDef,NoDef,NoDef,NoDef,0.003,0.006,0.367,0.865,0.367,IsSpice4,0,SSSE,6in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.790,14.790,0.135,2.214,4.517,-0.706,3.813,0.071,0.083,io1_ssse_6_1o5_0o75\io1_ssse_6_1o5_0o75.csd,14.993,0.773,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.377,2.591,25.392,40.392,24.822,114.822,-0.706,3.811,19.182,64.182,19.812,169.812,14.865,17.652,32.532,47.680,92.545,17.712,32.502,47.721,182.511,17.712,32.502,47.721,182.511,32.532,212.532,19.212,64.212,19.842,169.842,17.562,32.588,17.712,47.721,32.622,227.638,32.502,182.511,7.965,9.269,7.864,9.373,8.005,9.228,NoDef,NoDef,NoDef,NoDef,0.005,0.006,0.607,0.769,0.607,IsSpice4,0,SSSE,6in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.808,14.808,0.115,2.591,4.428,-0.668,3.761,0.067,0.091,controller_ssse_6_1o5_1o5\controller_ssse_6_1o5_1o5.csd,14.990,0.887,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.253,2.844,24.916,39.916,25.726,55.726,-0.668,3.761,20.266,35.266,19.846,109.846,14.885,17.596,32.506,137.626,122.510,17.656,32.476,137.671,212.479,17.656,32.476,137.671,212.479,32.536,212.536,20.296,35.296,19.876,109.876,17.536,92.554,17.656,137.671,32.566,227.576,32.476,212.479,7.223,9.868,7.227,10.085,7.060,9.660,NoDef,NoDef,NoDef,NoDef,0.009,0.007,0.295,0.391,0.295,IsSpice4,0,SSSE,6in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.791,14.791,0.131,2.615,4.520,-0.696,3.825,0.067,0.094,controller_ssse_6_1o5_1o5\controller_ssse_6_1o5_1o5.csd,14.986,0.829,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.306,2.921,26.006,221.006,24.506,114.506,-0.696,3.825,18.836,93.836,18.896,48.896,14.869,17.816,32.696,137.843,122.711,17.876,32.666,137.889,62.679,17.876,32.666,137.889,62.679,32.696,242.696,18.866,93.866,18.926,48.926,17.756,92.760,17.876,137.889,32.786,77.794,32.666,62.679,7.028,9.812,7.005,9.995,7.052,9.636,NoDef,NoDef,NoDef,NoDef,0.006,0.013,0.640,0.706,0.640,IsSpice4,0,SSSE,6in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.811,14.811,0.110,1.832,4.540,-0.704,3.860,0.066,0.097,io0_ssse_6_1o5_1o5\io0_ssse_6_1o5_1o5.csd,14.996,0.898,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.749,2.582,25.453,190.453,25.453,85.453,-0.704,3.836,19.843,94.843,19.993,49.993,14.890,17.623,32.503,137.629,92.519,17.653,32.473,137.678,212.489,17.653,32.473,137.678,212.489,32.503,242.503,19.873,94.873,20.023,50.023,17.533,62.557,17.653,137.678,32.563,227.580,32.473,212.489,6.774,9.941,6.734,10.210,6.798,9.686,NoDef,NoDef,NoDef,NoDef,0.003,0.004,0.238,0.558,0.238,IsSpice4,0,SSSE,6in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.767,14.767,0.156,2.203,4.509,-0.706,3.828,0.070,0.086,io1_ssse_6_1o5_1o5\io1_ssse_6_1o5_1o5.csd,14.993,0.697,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.411,2.614,25.847,40.847,25.097,55.097,-0.706,3.804,19.337,64.337,19.517,199.517,14.844,17.807,32.657,77.835,62.680,17.867,32.627,107.878,62.645,17.867,32.627,107.878,62.645,32.687,212.687,19.367,64.367,19.547,199.547,17.717,212.721,17.867,107.878,32.777,47.789,32.627,62.645,7.705,9.474,7.733,9.545,7.651,9.405,NoDef,NoDef,NoDef,NoDef,0.005,0.006,0.556,0.795,0.556,IsSpice4,0,SSSE,6in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.903,14.903,0.038,3.545,5.045,-0.801,4.248,0.058,0.063,controller_fffe_3_0o75_0o75\controller_fffe_3_0o75_0o75.csd,14.997,1.131,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,-0.052,3.493,23.402,98.402,24.272,144.272,-0.800,4.246,17.162,212.162,17.402,107.402,14.963,16.262,31.202,166.266,121.229,16.292,31.172,76.297,121.201,16.292,31.172,76.297,121.201,31.202,241.202,17.192,212.192,17.432,107.432,16.262,91.262,16.292,76.297,31.232,76.235,31.172,121.201,10.451,11.431,10.358,12.120,10.389,10.990,NoDef,NoDef,NoDef,NoDef,0.002,0.003,0.375,1.240,0.375,IsSpice4,0,FFFE,3in,0.75in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.894,14.894,0.044,3.565,5.160,-0.842,4.331,0.065,0.072,controller_fffe_3_0o75_0o75\controller_fffe_3_0o75_0o75.csd,14.997,1.123,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,-0.188,3.377,24.052,129.052,24.652,54.652,-0.842,4.318,16.912,181.912,17.032,47.032,14.956,16.432,31.372,106.438,121.393,16.462,31.342,166.471,61.365,16.462,31.342,166.471,61.365,31.402,211.402,16.942,181.942,17.062,47.062,16.432,61.436,16.462,166.471,31.402,226.403,31.342,61.365,9.175,10.143,10.092,10.796,7.980,10.127,NoDef,NoDef,NoDef,NoDef,0.002,0.003,0.535,1.430,0.535,IsSpice4,0,FFFE,3in,0.75in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.874,14.874,0.055,2.846,5.176,-0.851,4.340,0.069,0.076,io0_fffe_3_0o75_0o75\io0_fffe_3_0o75_0o75.csd,14.996,1.087,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.328,3.174,23.281,188.281,23.971,203.971,-0.851,4.326,17.071,32.071,17.191,167.191,14.945,16.291,31.231,106.300,91.244,16.321,31.201,106.337,211.211,16.321,31.201,106.337,211.211,31.231,211.231,17.101,32.101,17.221,167.221,16.261,181.286,16.321,106.337,31.231,46.261,31.201,211.211,8.658,9.615,8.885,10.960,8.347,8.925,NoDef,NoDef,NoDef,NoDef,0.004,0.003,0.609,1.321,0.609,IsSpice4,0,FFFE,3in,0.75in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.893,14.893,0.037,3.324,5.208,-0.850,4.374,0.062,0.096,io1_fffe_3_0o75_0o75\io1_fffe_3_0o75_0o75.csd,14.996,1.177,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.043,3.367,24.643,39.643,23.743,203.743,-0.849,4.359,17.173,122.173,17.203,77.203,14.963,16.423,31.393,136.450,211.413,16.453,31.363,136.482,211.376,16.453,31.363,136.482,211.376,31.393,241.393,17.203,122.203,17.233,77.233,16.453,91.473,16.453,136.482,31.393,46.417,31.363,211.376,6.877,10.635,8.658,10.877,5.651,10.427,NoDef,NoDef,NoDef,NoDef,0.004,0.003,0.435,1.390,0.435,IsSpice4,0,FFFE,3in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.899,14.899,0.045,3.059,5.093,-0.831,4.264,0.058,0.062,controller_fffe_3_0o75_1o5\controller_fffe_3_0o75_1o5.csd,14.997,1.087,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.312,3.371,23.511,188.511,23.301,53.301,-0.831,4.262,17.301,212.301,17.511,137.511,14.955,16.251,31.221,166.276,61.232,16.281,31.191,226.308,211.207,16.281,31.191,226.308,211.207,31.221,211.221,17.331,212.331,17.541,137.541,16.251,181.265,16.281,226.308,31.221,46.244,31.191,211.207,10.694,11.356,10.691,11.909,10.604,10.994,NoDef,NoDef,NoDef,NoDef,0.002,0.004,0.220,0.945,0.220,IsSpice4,0,FFFE,3in,0.75in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.899,14.899,0.045,3.422,5.215,-0.849,4.375,0.062,0.066,controller_fffe_3_0o75_1o5\controller_fffe_3_0o75_1o5.csd,14.994,1.125,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.057,3.479,23.341,218.341,24.361,114.361,-0.848,4.367,17.191,62.191,17.341,197.341,14.956,16.531,31.501,106.554,61.510,16.561,31.471,226.586,211.485,16.561,31.471,226.586,211.485,31.501,241.501,17.221,62.221,17.371,197.371,16.531,211.551,16.561,226.586,31.501,46.521,31.471,211.485,9.961,10.682,10.223,11.582,8.959,10.796,NoDef,NoDef,NoDef,NoDef,0.003,0.006,0.520,1.451,0.520,IsSpice4,0,FFFE,3in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.888,14.888,0.046,2.834,5.163,-0.847,4.316,0.062,0.073,io0_fffe_3_0o75_1o5\io0_fffe_3_0o75_1o5.csd,14.994,1.125,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.399,3.233,24.522,189.522,24.522,114.522,-0.847,4.316,17.322,182.322,17.352,137.352,14.954,16.302,31.242,106.313,121.267,16.332,31.212,106.345,61.232,16.332,31.212,106.345,61.232,31.272,211.272,17.352,182.352,17.382,137.382,16.302,151.307,16.332,106.345,31.272,46.276,31.212,61.232,8.996,10.618,9.480,10.738,8.386,10.500,NoDef,NoDef,NoDef,NoDef,0.006,0.002,0.092,1.116,0.092,IsSpice4,0,FFFE,3in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.897,14.897,0.042,3.107,5.246,-0.856,4.391,0.061,0.076,io1_fffe_3_0o75_1o5\io1_fffe_3_0o75_1o5.csd,14.995,1.144,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.262,3.369,23.272,158.272,24.052,144.052,-0.856,4.391,17.332,62.332,17.422,197.422,14.958,16.552,31.492,136.557,91.515,16.582,31.462,46.588,61.485,16.582,31.462,46.588,61.485,31.522,211.522,17.362,62.362,17.452,197.452,16.552,151.561,16.582,46.588,31.522,226.524,31.462,61.485,8.740,10.781,9.869,10.907,7.754,10.657,NoDef,NoDef,NoDef,NoDef,0.003,0.004,0.414,1.415,0.414,IsSpice4,0,FFFE,3in,0.75in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.899,14.899,0.046,3.365,5.122,-0.836,4.295,0.058,0.062,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,14.995,1.096,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.108,3.472,23.328,158.328,24.348,114.348,-0.835,4.287,17.718,212.718,17.808,197.808,14.955,16.368,31.338,166.391,91.345,16.398,31.308,166.422,211.321,16.398,31.308,166.422,211.321,31.368,211.368,17.748,212.748,17.838,197.838,16.368,121.380,16.398,166.422,31.338,46.359,31.308,211.321,10.704,11.394,10.604,12.267,10.157,10.919,NoDef,NoDef,NoDef,NoDef,0.002,0.004,0.401,1.476,0.401,IsSpice4,0,FFFE,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.899,14.899,0.042,3.400,5.121,-0.830,4.293,0.061,0.067,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,14.995,1.132,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.124,3.524,23.358,188.358,24.378,54.378,-0.829,4.292,17.388,152.388,17.508,77.508,14.958,16.428,31.368,166.433,91.391,16.458,31.338,226.466,61.364,16.458,31.338,226.466,61.364,31.368,211.368,17.418,152.418,17.538,77.538,16.428,121.429,16.458,226.466,31.368,76.397,31.338,61.364,9.835,10.813,9.765,11.681,9.692,10.503,NoDef,NoDef,NoDef,NoDef,0.003,0.005,0.459,1.477,0.459,IsSpice4,0,FFFE,3in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.895,14.895,0.045,2.913,5.227,-0.853,4.376,0.060,0.068,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,14.997,1.102,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.158,3.071,23.881,98.881,23.941,83.941,-0.853,4.375,17.251,182.251,17.371,107.371,14.955,16.381,31.321,196.390,211.345,16.411,31.291,196.420,61.315,16.411,31.291,196.420,61.315,31.321,241.321,17.281,182.281,17.401,107.401,16.381,91.382,16.411,196.420,31.351,46.359,31.291,61.315,9.765,11.019,10.385,11.300,8.870,10.933,NoDef,NoDef,NoDef,NoDef,0.003,0.002,0.534,1.320,0.534,IsSpice4,0,FFFE,3in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.910,14.910,0.023,3.234,5.212,-0.855,4.368,0.067,0.074,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,14.998,1.221,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.057,3.291,23.617,38.617,23.737,173.737,-0.854,4.358,17.317,212.317,17.437,47.437,14.977,16.417,31.387,166.436,61.413,16.447,31.357,226.470,211.380,16.447,31.357,226.470,211.380,31.417,211.417,17.347,212.347,17.467,47.467,16.447,91.455,16.447,226.470,31.387,46.401,31.357,211.380,8.904,9.886,9.648,10.221,8.191,9.856,NoDef,NoDef,NoDef,NoDef,0.002,0.003,0.401,1.338,0.401,IsSpice4,0,FFFE,3in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.891,14.891,0.048,3.146,5.101,-0.828,4.273,0.058,0.063,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,14.996,1.076,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.232,3.378,23.748,128.748,23.478,203.478,-0.828,4.272,17.688,32.688,17.778,197.778,14.952,16.398,31.338,136.398,91.350,16.428,31.308,136.430,91.321,16.428,31.308,136.430,91.321,31.338,241.338,17.718,32.718,17.808,197.808,16.368,151.384,16.428,136.430,31.338,46.364,31.308,91.321,10.402,11.327,10.522,11.884,10.221,11.170,NoDef,NoDef,NoDef,NoDef,0.003,0.003,0.452,1.487,0.452,IsSpice4,0,FFFE,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.895,14.895,0.045,3.183,5.156,-0.835,4.321,0.060,0.066,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,14.996,1.114,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.258,3.442,23.756,38.756,23.816,203.816,-0.835,4.320,17.246,32.246,17.426,47.426,14.955,16.556,31.496,136.566,91.521,16.586,31.466,136.596,61.491,16.586,31.466,136.596,61.491,31.556,211.556,17.276,32.276,17.456,47.456,16.556,151.560,16.586,136.596,31.526,46.533,31.466,61.491,10.072,11.050,10.560,11.428,9.050,10.951,NoDef,NoDef,NoDef,NoDef,0.005,0.004,0.530,1.489,0.530,IsSpice4,0,FFFE,3in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.909,14.909,0.030,3.047,5.163,-0.843,4.320,0.059,0.069,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,14.995,1.184,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.236,3.283,24.581,189.581,24.581,84.581,-0.842,4.320,17.621,32.621,17.711,197.711,14.970,16.361,31.331,166.389,151.359,16.391,31.301,166.419,151.328,16.391,31.301,166.419,151.328,31.361,211.361,17.651,32.651,17.741,197.741,16.391,181.399,16.391,166.419,31.331,46.355,31.301,151.328,9.617,11.255,10.053,11.456,8.645,11.322,NoDef,NoDef,NoDef,NoDef,0.005,0.004,0.402,1.387,0.402,IsSpice4,0,FFFE,3in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.893,14.893,0.041,2.723,5.206,-0.849,4.358,0.066,0.071,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,14.997,1.139,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.455,3.178,23.275,98.275,23.275,83.275,-0.849,4.357,17.365,62.365,17.545,137.545,14.959,16.555,31.495,196.565,61.523,16.585,31.465,166.599,61.491,16.585,31.465,166.599,61.491,31.495,241.495,17.395,62.395,17.575,137.575,16.555,181.563,16.585,166.599,31.525,226.530,31.465,61.491,9.339,10.014,9.616,11.213,8.288,9.996,NoDef,NoDef,NoDef,NoDef,0.003,0.003,0.467,1.434,0.467,IsSpice4,0,FFFE,3in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,IO0_pad,15.000,,14.895,14.895,0.047,2.786,5.088,-0.822,4.270,0.056,0.064,controller_fffe_4_0o75_0o75\controller_fffe_4_0o75_0o75.csd,14.997,1.070,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.453,3.239,23.126,158.126,23.126,83.126,-0.822,4.267,17.846,92.846,17.966,137.966,14.953,16.406,31.376,136.436,91.389,16.466,31.346,136.468,61.363,16.466,31.346,136.468,61.363,31.376,241.376,17.876,92.876,17.996,137.996,16.406,121.422,16.466,136.468,31.376,46.405,31.346,61.363,10.378,11.707,10.546,12.095,10.158,11.519,NoDef,NoDef,NoDef,NoDef,0.001,0.004,0.529,1.328,0.529,IsSpice4,0,FFFE,4in,0.75in,0.75in,default_clock
sheet1,Controller,IO1,IO1_pad,15.000,,14.890,14.890,0.051,3.155,5.178,-0.845,4.337,0.062,0.071,controller_fffe_4_0o75_0o75\controller_fffe_4_0o75_0o75.csd,14.993,1.107,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.271,3.426,23.317,218.317,23.317,203.317,-0.842,4.336,17.017,182.017,17.197,137.197,14.949,16.597,31.537,166.611,91.561,16.627,31.507,166.644,61.534,16.627,31.507,166.644,61.534,31.567,211.567,17.047,182.047,17.227,137.227,16.597,121.605,16.627,166.644,31.567,46.579,31.507,61.534,9.305,10.587,10.212,11.317,8.174,10.446,NoDef,NoDef,NoDef,NoDef,0.003,0.004,0.482,1.393,0.482,IsSpice4,0,FFFE,4in,0.75in,0.75in,default_clock
sheet1,IO0,Controller,Controller_pad,15.000,,14.910,14.910,0.028,2.638,5.181,-0.842,4.341,0.057,0.070,io0_fffe_4_0o75_0o75\io0_fffe_4_0o75_0o75.csd,14.996,1.192,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.518,3.155,24.597,219.597,24.627,54.627,-0.842,4.339,17.817,122.817,17.697,137.697,14.972,16.407,31.377,136.433,121.405,16.437,31.347,106.462,121.372,16.437,31.347,106.462,121.372,31.377,211.377,17.847,122.847,17.727,137.727,16.437,181.444,16.437,106.462,31.377,46.402,31.347,121.372,9.478,11.570,9.831,11.646,9.150,11.553,NoDef,NoDef,NoDef,NoDef,0.003,0.005,0.230,1.261,0.230,IsSpice4,0,FFFE,4in,0.75in,0.75in,default_clock
sheet1,IO1,Controller,Controller_pad,15.000,,14.890,14.890,0.047,3.078,5.225,-0.850,4.376,0.061,0.065,io1_fffe_4_0o75_0o75\io1_fffe_4_0o75_0o75.csd,14.994,1.088,1.320,1.320,1.650,0.990,1.650,0.990,0.000,Tnet,0.226,3.305,23.290,218.290,23.290,173.290,-0.849,4.375,17.710,32.710,17.410,167.410,14.953,16.570,31.540,166.597,91.550,16.630,31.510,106.631,91.521,16.630,31.510,106.631,91.521,31.570,211.570,17.740,32.740,17.440,167.440,16.570,31.589,16.630,106.631,31.540,46.563,31.510,91.521,10.188,10.887,10.479,12.261,9.197,10.314,NoDef,NoDef,NoDef,NoDef,0.003,0.005,0.484,1.382,0.484,IsSpice4,0,FFFE,4in,0.75in,0.75in,default_clock
