Rmin Etch Delay (ns),Rmax Etch Delay (ns),Fmin Etch Delay (ns),Fmax Etch Delay (ns),Transfer Net,Driver,Receiver,Corner,Column
0.875,1.041,0.911,1.124,sheet1,designator1,designator2,TTTE,
