Part,Pin Number,Pin Name,Pin Type,IBIS Model,Timing Pindef,Pindef Type,IBIS File,IBIS Component,Timing File,Timing Model,Transfer Net,Overlapping Transfer Net
generic_3_3v,CLK,CLK,Input,3_3V_I,CLOCK,Input,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,CLKP,CLKP,Input,3_3V_I,CLOCK,Input,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,CLKN,CLKN,Input,3_3V_I,CLOCK,Input,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,1,3_3V_I,Input,3_3V_I,DATA_IN,Input,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,sheet1,sheet3
generic_3_3v,1p,3_3V_Ip,Input,3_3V_I,DATA_IN,Input,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,sheet4
generic_3_3v,1n,3_3V_In,Input,3_3V_I,DATA_IN,Input,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,sheet4
generic_3_3v,2,3_3V_IO_fast_10ohm,I/O,3_3V_IO_fast_10ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,2p,3_3V_IO_fast_10ohmp,I/O,3_3V_IO_fast_10ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,2n,3_3V_IO_fast_10ohmn,I/O,3_3V_IO_fast_10ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,3,3_3V_IO_fast_20ohm,I/O,3_3V_IO_fast_20ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,3p,3_3V_IO_fast_20ohmp,I/O,3_3V_IO_fast_20ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,3n,3_3V_IO_fast_20ohmn,I/O,3_3V_IO_fast_20ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,4,3_3V_IO_fast_30ohm,I/O,3_3V_IO_fast_30ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,4p,3_3V_IO_fast_30ohmp,I/O,3_3V_IO_fast_30ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,4n,3_3V_IO_fast_30ohmn,I/O,3_3V_IO_fast_30ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,5,3_3V_IO_fast_40ohm,I/O,3_3V_IO_fast_40ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,5p,3_3V_IO_fast_40ohmp,I/O,3_3V_IO_fast_40ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,5n,3_3V_IO_fast_40ohmn,I/O,3_3V_IO_fast_40ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,6,3_3V_IO_fast_50ohm,I/O,3_3V_IO_fast_50ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,6p,3_3V_IO_fast_50ohmp,I/O,3_3V_IO_fast_50ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,6n,3_3V_IO_fast_50ohmn,I/O,3_3V_IO_fast_50ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,7,3_3V_IO_slow_10ohm,I/O,3_3V_IO_slow_10ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,7p,3_3V_IO_slow_10ohmp,I/O,3_3V_IO_slow_10ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,7n,3_3V_IO_slow_10ohmn,I/O,3_3V_IO_slow_10ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,8,3_3V_IO_slow_20ohm,I/O,3_3V_IO_slow_20ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,8p,3_3V_IO_slow_20ohmp,I/O,3_3V_IO_slow_20ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,8n,3_3V_IO_slow_20ohmn,I/O,3_3V_IO_slow_20ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,9,3_3V_IO_slow_30ohm,I/O,3_3V_IO_slow_30ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,9p,3_3V_IO_slow_30ohmp,I/O,3_3V_IO_slow_30ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,9n,3_3V_IO_slow_30ohmn,I/O,3_3V_IO_slow_30ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,10,3_3V_IO_slow_40ohm,I/O,3_3V_IO_slow_40ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,10p,3_3V_IO_slow_40ohmp,I/O,3_3V_IO_slow_40ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,10n,3_3V_IO_slow_40ohmn,I/O,3_3V_IO_slow_40ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,11,3_3V_IO_slow_50ohm,I/O,3_3V_IO_slow_50ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,11p,3_3V_IO_slow_50ohmp,I/O,3_3V_IO_slow_50ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,11n,3_3V_IO_slow_50ohmn,I/O,3_3V_IO_slow_50ohm,DATA_IO,I/O,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,12,3_3V_O_fast_10ohm,Output,3_3V_O_fast_10ohm,DATA_OUT,Output,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,12p,3_3V_O_fast_10ohmp,Output,3_3V_O_fast_10ohm,DATA_OUT,Output,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,12n,3_3V_O_fast_10ohmn,Output,3_3V_O_fast_10ohm,DATA_OUT,Output,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
generic_3_3v,13,3_3V_O_fast_20ohm,Output,3_3V_O_fast_20ohm,DATA_OUT,Output,generic_3_3v.ibs,generic_3_3v,generic_3_3v.tmg,generic_3_3v,
