Part,Pin Number,Pin Name,Pin Type,IBIS Model,Timing Pindef,Pindef Type,IBIS File,IBIS Component,Timing File,Timing Model,Transfer Net,Overlapping Transfer Net
stratix,DQ,DQ,I/O,1s_cmos33_io_d8ps,DQ,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,DQ
stratix,DQM,DQM,I/O,1s_cmos33_io_d8ps,DQM,Output,stratix.ibs,Stratix,stratix.tmg,stratix,DQM
stratix,ADDCmd,ADDCmd,I/O,1s_cmos33_io_d8ps,ADDCmd,Output,stratix.ibs,Stratix,stratix.tmg,stratix,ADR,CS,WE
stratix,CKE,CKE,I/O,1s_cmos33_io_d8ps,CKE,Output,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,WE,WE,I/O,1s_cmos33_io_d8ps,WE,Output,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,CK,CK,I/O,1s_cmos33_io_d8ps,CK,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,1,1s_gtl25_io,I/O_open_drain,1s_gtl25_io,1s_gtl25_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,2,1s_gtl33_io,I/O_open_drain,1s_gtl33_io,1s_gtl33_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,3,1s_gtlp25_io,I/O_open_drain,1s_gtlp25_io,1s_gtlp25_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,4,1s_gtlp33_io,I/O_open_drain,1s_gtlp33_io,1s_gtlp33_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,5,1s_gtl25_io_s,I/O_open_drain,1s_gtl25_io_s,1s_gtl25_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,6,1s_gtl33_io_s,I/O_open_drain,1s_gtl33_io_s,1s_gtl33_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,7,1s_gtlp25_io_s,I/O_open_drain,1s_gtlp25_io_s,1s_gtlp25_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,8,1s_gtlp33_io_s,I/O_open_drain,1s_gtlp33_io_s,1s_gtlp33_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,9,1s_gtl25_in,Input,1s_gtl25_in,1s_gtl25_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,10,1s_gtl33_in,Input,1s_gtl33_in,1s_gtl33_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,11,1s_gtlp25_in,Input,1s_gtlp25_in,1s_gtlp25_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,12,1s_gtlp33_in,Input,1s_gtlp33_in,1s_gtlp33_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,13,1s_ctt33_io,I/O,1s_ctt33_io,1s_ctt33_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,14,1s_ctt33_io_s,I/O,1s_ctt33_io_s,1s_ctt33_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,15,1s_ctt33_in,Input,1s_ctt33_in,1s_ctt33_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,16,1s_pci33_io,I/O,1s_pci33_io,1s_pci33_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,17,1s_pci33_io_s,I/O,1s_pci33_io_s,1s_pci33_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,18,1s_pci33_in,Input,1s_pci33_in,1s_pci33_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,19,1s_sstl18c1_io,I/O,1s_sstl18c1_io,1s_sstl18c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,20,1s_sstl18c2_io,I/O,1s_sstl18c2_io,1s_sstl18c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,21,1s_sstl18c1_io_s,I/O,1s_sstl18c1_io_s,1s_sstl18c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,22,1s_sstl18c2_io_s,I/O,1s_sstl18c2_io_s,1s_sstl18c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,23,1s_sstl18_in,Input,1s_sstl18_in,1s_sstl18_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,24,1s_sstl25c1_io,I/O,1s_sstl25c1_io,1s_sstl25c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,25,1s_sstl25c2_io,I/O,1s_sstl25c2_io,1s_sstl25c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,26,1s_sstl25c1_io_dm,I/O,1s_sstl25c1_io_dm,1s_sstl25c_io_dm,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,27,1s_sstl25c2_io_dm,I/O,1s_sstl25c2_io_dm,1s_sstl25c_io_dm,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,28,1s_sstl25c1_io_s,I/O,1s_sstl25c1_io_s,1s_sstl25c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,29,1s_sstl25c2_io_s,I/O,1s_sstl25c2_io_s,1s_sstl25c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,30,1s_sstl25_in,Input,1s_sstl25_in,1s_sstl25_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,31,1s_sstl33c1_io,I/O,1s_sstl33c1_io,1s_sstl33c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,32,1s_sstl33c2_io,I/O,1s_sstl33c2_io,1s_sstl33c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,33,1s_sstl33c1_io_s,I/O,1s_sstl33c1_io_s,1s_sstl33c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,34,1s_sstl33c2_io_s,I/O,1s_sstl33c2_io_s,1s_sstl33c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,35,1s_sstl33_in,Input,1s_sstl33_in,1s_sstl33_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,36,1s_hstl15c1_io,I/O,1s_hstl15c1_io,1s_hstl15c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,37,1s_hstl15c2_io,I/O,1s_hstl15c2_io,1s_hstl15c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,38,1s_hstl15c1_io_s,I/O,1s_hstl15c1_io_s,1s_hstl15c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,39,1s_hstl15c2_io_s,I/O,1s_hstl15c2_io_s,1s_hstl15c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,40,1s_hstl15_in,Input,1s_hstl15_in,1s_hstl15_in,Input,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,41,1s_hstl18c1_io,I/O,1s_hstl18c1_io,1s_hstl18c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,42,1s_hstl18c2_io,I/O,1s_hstl18c2_io,1s_hstl18c_io,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
stratix,43,1s_hstl18c1_io_s,I/O,1s_hstl18c1_io_s,1s_hstl18c_io_s,I/O,stratix.ibs,Stratix,stratix.tmg,stratix,
