Setup Margin (ns),Hold Margin (ns),Min Etch Delay (ns),Max Etch Delay (ns),Transfer Net,Waveform Fatal Count,Waveform Quality Count,Waveform Overshoot Count,VinMeas Margin,Min Slew Time (ns),Max Slew Time (ns),VinH Margin (V),VinL Margin (V),Overshoot Low Margin (V),Overshoot High Margin (V),AC Overshoot Low Area Margin (V*ns),AC Overshoot High Area Margin (V*ns),Non Monotonic Time (ns),Eye Width (ns),Virtual Eye Width (ns),VinMeas Jitter (ns),Eye Inner Height (V),Eye Outer Height (V),Column,Ac Noise,Ac Noise Source,PATTERN
No AC specs,No AC specs,-0.527,-0.168,sheet2,0,0,0,0.903,0.110,0.139,2.759,1.965,,,,,,5.635,5.635,0.243,2.088,5.977,,0.00V,tnet,default_data
