Setup Margin (ns),Hold Margin (ns),Transfer Net,Simulation,Waveform Fatal Count,Waveform Quality Count,Waveform Overshoot Count,Min Slew Time (ns),Max Slew Time (ns),VinH Margin (V),VinL Margin (V),Overshoot Low Margin (V),Overshoot High Margin (V),AC Overshoot Low Area Margin (V*ns),AC Overshoot High Area Margin (V*ns),Non Monotonic Time (ns),Eye Width (ns),VinMeas Jitter (ns),Eye Inner Height (V),Eye Outer Height (V),SIMULATOR,DRIVER,AC_NOISE,AC_NOISE_SOURCE,AGGRESSORS,CORNER,UI,PATTERN
NoDef,NoDef,sheet2,designator1_ttte\designator1_ttte.csd,0,0,0,0.110,0.139,2.759,1.965,,,,,,5.635,0.243,2.088,5.977,IsSpice4,designator1,0.000,tnet,0,TTTE,6n,default_data
