Setup Margin (ns),Hold Margin (ns),Min Etch Delay (ns),Max Etch Delay (ns),Transfer Net,Column,Ac Noise,Ac Noise Source,PATTERN
No AC specs,No AC specs,-0.527,-0.168,sheet2,,0.00V,tnet,default_data
