Rmin Etch Delay (ns),Rmax Etch Delay (ns),Fmin Etch Delay (ns),Fmax Etch Delay (ns),Transfer Net,Driver,Receiver,Corner,Column
-0.333,-0.168,-0.527,-0.389,sheet2,designator1,designator2,TTTE,
