Setup Margin (ns),Hold Margin (ns),Data R/F,Transfer Net,Driver,Receiver,UI (ns),Min Data Etch Delay (ns),Max Data Etch Delay (ns),Min Tco (ns),Max Tco (ns),Setup (ns),Hold (ns),Setup Skew (ns),Hold Skew (ns),Source Clock Net,Target Clock Net,Simulation,Corner
-1.310,1.781,R,sheet1,mydriver,myreceiver,3.000,1.281,1.310,1.000,2.000,1.000,0.500,0.000,0.000,NA,NA,mydriver_ttte\mydriver_ttte.csd,TTTE
-1.310,1.780,F,sheet1,mydriver,myreceiver,3.000,1.280,1.310,1.000,2.000,1.000,0.500,0.000,0.000,NA,NA,mydriver_ttte\mydriver_ttte.csd,TTTE
