Rmin Etch Delay (ns),Rmax Etch Delay (ns),Fmin Etch Delay (ns),Fmax Etch Delay (ns),Transfer Net,Driver,Receiver,Corner,Column
1.281,1.310,1.280,1.310,sheet1,mydriver,myreceiver,TTTE,
