Setup Margin (ns),Hold Margin (ns),Min Etch Delay (ns),Max Etch Delay (ns),Transfer Net,Waveform Fatal Count,Waveform Quality Count,Waveform Overshoot Count,VinMeas Margin,Min Slew Time (ns),Max Slew Time (ns),VinH Margin (V),VinL Margin (V),Overshoot Low Margin (V),Overshoot High Margin (V),AC Overshoot Low Area Margin (V*ns),AC Overshoot High Area Margin (V*ns),Non Monotonic Time (ns),Eye Width (ns),Virtual Eye Width (ns),VinMeas Jitter (ns),Eye Inner Height (V),Eye Outer Height (V),Transfer Net,Column,Ac Noise,Ac Noise Source,$RSERIESTERM,$W1:LENGTH,$W2:LENGTH,$W3:LENGTH,PATTERN
4.363,2.199,1.699,2.637,sheet3,0,6,0,1.532,0.420,2.746,1.182,0.686,0.502,0.551,,,,9.968,9.968,0.032,2.450,3.247,sheet3,,0.00V,tnet,50ohm,2in,2in,2in,default_data
