Setup Margin (ns),Hold Margin (ns),Transfer Net,Simulation,Waveform Fatal Count,Waveform Quality Count,Waveform Overshoot Count,Min Slew Time (ns),Max Slew Time (ns),VinH Margin (V),VinL Margin (V),Overshoot Low Margin (V),Overshoot High Margin (V),AC Overshoot Low Area Margin (V*ns),AC Overshoot High Area Margin (V*ns),Non Monotonic Time (ns),Eye Width (ns),VinMeas Jitter (ns),Eye Inner Height (V),Eye Outer Height (V),SIMULATOR,DRIVER,AC_NOISE,AC_NOISE_SOURCE,AGGRESSORS,CORNER,$RSERIESTERM,$W1:LENGTH,$W2:LENGTH,$W3:LENGTH,UI,PATTERN
4.363,2.199,sheet3,source_ttte_50oh_2_2_2\source_ttte_50oh_2_2_2.csd,0,6,0,0.420,2.746,1.182,0.686,0.502,0.551,,,,9.968,0.032,2.450,3.247,IsSpice4,source,0.000,tnet,0,TTTE,50ohm,2in,2in,2in,10n,default_data
