Transfer Net,Transfer,Designator,Part,IBIS File,IBIS Model,Timing File,Timing Model
sheet4,designator2 -> designator1,designator1,generic_3_3v,generic_3_3v.ibs,3_3V_I,generic_3_3v.tmg,generic_3_3v
sheet4,designator2 -> designator1,designator2,generic_3_3v,generic_3_3v.ibs,3_3V_O_fast_40ohm,generic_3_3v.tmg,generic_3_3v
