Setup Margin (ns),Hold Margin (ns),Data R/F,Transfer Net,Driver,Receiver,UI (ns),Min Data Etch Delay (ns),Max Data Etch Delay (ns),Min Tco (ns),Max Tco (ns),Setup (ns),Hold (ns),Setup Skew (ns),Hold Skew (ns),Source Clock Net,Target Clock Net,Simulation,Corner
5.372,1.823,R,sheet4,designator2,designator1,10.000,1.323,1.628,1.000,2.000,1.000,0.500,0.000,0.000,NA,NA,designator2_ttte\designator2_ttte.csd,TTTE
5.364,1.823,F,sheet4,designator2,designator1,10.000,1.323,1.636,1.000,2.000,1.000,0.500,0.000,0.000,NA,NA,designator2_ttte\designator2_ttte.csd,TTTE
