Rmin Etch Delay (ns),Rmax Etch Delay (ns),Fmin Etch Delay (ns),Fmax Etch Delay (ns),Transfer Net,Driver,Receiver,Corner,Column
1.323,1.628,1.323,1.636,sheet4,designator2,designator1,TTTE,
