Setup Margin (ns),Hold Margin (ns),Rmin Etch Delay (ns),Rmax Etch Delay (ns),Fmin Etch Delay (ns),Fmax Etch Delay (ns),Transfer Net,Driver,Receiver,Corner,Column,Ac Noise,Ac Noise Source,PATTERN,Simulation
No AC specs,No AC specs,1.113,1.245,1.182,1.270,1st_sheet,designator1,designator2,TTTE,,0.00V,tnet,NJ,designator1_ttte\designator1_ttte.csd
