Rmin Etch Delay (ns),Rmax Etch Delay (ns),Fmin Etch Delay (ns),Fmax Etch Delay (ns),Transfer Net,Driver,Receiver,Corner,Column
0.659,1.188,0.747,1.229,skew1,designator1,designator2,TTTE,
