Setup Margin (ns),Hold Margin (ns),Data R/F,Transfer Net,Driver,Receiver,UI (ns),Min Data Etch Delay (ns),Max Data Etch Delay (ns),Min Tco (ns),Max Tco (ns),Setup (ns),Hold (ns),Setup Skew (ns),Hold Skew (ns),Source Clock Net,Target Clock Net,Simulation,Corner
7.431,4.283,R,sheet1,IO0,Controller,15.000,1.483,1.569,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io0_ssse_6_1o5_0o75\io0_ssse_6_1o5_0o75.csd,SSSE
7.387,4.338,F,sheet1,IO0,Controller,15.000,1.538,1.613,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io0_ssse_6_1o5_0o75\io0_ssse_6_1o5_0o75.csd,SSSE
7.393,4.321,R,sheet1,IO1,Controller,15.000,1.521,1.607,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io1_ssse_6_1o5_0o75\io1_ssse_6_1o5_0o75.csd,SSSE
7.341,4.380,F,sheet1,IO1,Controller,15.000,1.580,1.659,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io1_ssse_6_1o5_0o75\io1_ssse_6_1o5_0o75.csd,SSSE
7.443,4.260,R,sheet1,Controller,IO0,15.000,1.460,1.557,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,controller_ssse_6_1o5_1o5\controller_ssse_6_1o5_1o5.csd,SSSE
7.375,4.348,F,sheet1,Controller,IO0,15.000,1.548,1.625,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,controller_ssse_6_1o5_1o5\controller_ssse_6_1o5_1o5.csd,SSSE
7.225,4.478,R,sheet1,Controller,IO1,15.000,1.678,1.775,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,controller_ssse_6_1o5_1o5\controller_ssse_6_1o5_1o5.csd,SSSE
7.169,4.549,F,sheet1,Controller,IO1,15.000,1.749,1.831,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,controller_ssse_6_1o5_1o5\controller_ssse_6_1o5_1o5.csd,SSSE
7.436,4.265,R,sheet1,IO0,Controller,15.000,1.465,1.564,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io0_ssse_6_1o5_1o5\io0_ssse_6_1o5_1o5.csd,SSSE
7.372,4.357,F,sheet1,IO0,Controller,15.000,1.557,1.628,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io0_ssse_6_1o5_1o5\io0_ssse_6_1o5_1o5.csd,SSSE
7.236,4.475,R,sheet1,IO1,Controller,15.000,1.675,1.764,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io1_ssse_6_1o5_1o5\io1_ssse_6_1o5_1o5.csd,SSSE
7.208,4.516,F,sheet1,IO1,Controller,15.000,1.716,1.792,3.800,3.800,1.700,0.500,-0.500,0.500,NA,NA,io1_ssse_6_1o5_1o5\io1_ssse_6_1o5_1o5.csd,SSSE
11.499,0.237,R,sheet1,Controller,IO0,15.000,0.537,0.601,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_0o75\controller_fffe_3_0o75_0o75.csd,FFFE
11.470,0.268,F,sheet1,Controller,IO0,15.000,0.568,0.630,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_0o75\controller_fffe_3_0o75_0o75.csd,FFFE
11.325,0.407,R,sheet1,Controller,IO1,15.000,0.707,0.775,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_0o75\controller_fffe_3_0o75_0o75.csd,FFFE
11.296,0.429,F,sheet1,Controller,IO1,15.000,0.729,0.804,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_0o75\controller_fffe_3_0o75_0o75.csd,FFFE
11.459,0.264,R,sheet1,IO0,Controller,15.000,0.564,0.641,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_0o75_0o75\io0_fffe_3_0o75_0o75.csd,FFFE
11.446,0.279,F,sheet1,IO0,Controller,15.000,0.579,0.654,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_0o75_0o75\io0_fffe_3_0o75_0o75.csd,FFFE
11.314,0.419,R,sheet1,IO1,Controller,15.000,0.719,0.786,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_0o75_0o75\io1_fffe_3_0o75_0o75.csd,FFFE
11.259,0.443,F,sheet1,IO1,Controller,15.000,0.743,0.841,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_0o75_0o75\io1_fffe_3_0o75_0o75.csd,FFFE
11.488,0.248,R,sheet1,Controller,IO0,15.000,0.548,0.612,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_1o5\controller_fffe_3_0o75_1o5.csd,FFFE
11.467,0.271,F,sheet1,Controller,IO0,15.000,0.571,0.633,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_1o5\controller_fffe_3_0o75_1o5.csd,FFFE
11.210,0.524,R,sheet1,Controller,IO1,15.000,0.824,0.890,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_1o5\controller_fffe_3_0o75_1o5.csd,FFFE
11.181,0.549,F,sheet1,Controller,IO1,15.000,0.849,0.919,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_0o75_1o5\controller_fffe_3_0o75_1o5.csd,FFFE
11.451,0.280,R,sheet1,IO0,Controller,15.000,0.580,0.649,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_0o75_1o5\io0_fffe_3_0o75_1o5.csd,FFFE
11.425,0.289,F,sheet1,IO0,Controller,15.000,0.589,0.675,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_0o75_1o5\io0_fffe_3_0o75_1o5.csd,FFFE
11.208,0.527,R,sheet1,IO1,Controller,15.000,0.827,0.892,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_0o75_1o5\io1_fffe_3_0o75_1o5.csd,FFFE
11.171,0.550,F,sheet1,IO1,Controller,15.000,0.850,0.929,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_0o75_1o5\io1_fffe_3_0o75_1o5.csd,FFFE
11.374,0.362,R,sheet1,Controller,IO0,15.000,0.662,0.726,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,FFFE
11.352,0.385,F,sheet1,Controller,IO0,15.000,0.685,0.748,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,FFFE
11.330,0.401,R,sheet1,Controller,IO1,15.000,0.701,0.770,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,FFFE
11.303,0.430,F,sheet1,Controller,IO1,15.000,0.730,0.797,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_0o75\controller_fffe_3_1o5_0o75.csd,FFFE
11.376,0.362,R,sheet1,IO0,Controller,15.000,0.662,0.724,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,FFFE
11.350,0.381,F,sheet1,IO0,Controller,15.000,0.681,0.750,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_1o5_0o75\io0_fffe_3_1o5_0o75.csd,FFFE
11.326,0.405,R,sheet1,IO1,Controller,15.000,0.705,0.774,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,FFFE
11.277,0.447,F,sheet1,IO1,Controller,15.000,0.747,0.823,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_1o5_0o75\io1_fffe_3_1o5_0o75.csd,FFFE
11.366,0.368,R,sheet1,Controller,IO0,15.000,0.668,0.734,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,FFFE
11.348,0.389,F,sheet1,Controller,IO0,15.000,0.689,0.752,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,FFFE
11.200,0.535,R,sheet1,Controller,IO1,15.000,0.835,0.900,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,FFFE
11.172,0.559,F,sheet1,Controller,IO1,15.000,0.859,0.928,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_3_1o5_1o5\controller_fffe_3_1o5_1o5.csd,FFFE
11.377,0.359,R,sheet1,IO0,Controller,15.000,0.659,0.723,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,FFFE
11.333,0.396,F,sheet1,IO0,Controller,15.000,0.696,0.767,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_3_1o5_1o5\io0_fffe_3_1o5_1o5.csd,FFFE
11.197,0.532,R,sheet1,IO1,Controller,15.000,0.832,0.903,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,FFFE
11.169,0.557,F,sheet1,IO1,Controller,15.000,0.857,0.931,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_3_1o5_1o5\io1_fffe_3_1o5_1o5.csd,FFFE
11.328,0.408,R,sheet1,Controller,IO0,15.000,0.708,0.772,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_0o75\controller_fffe_4_0o75_0o75.csd,FFFE
11.310,0.428,F,sheet1,Controller,IO0,15.000,0.728,0.790,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_0o75\controller_fffe_4_0o75_0o75.csd,FFFE
11.152,0.582,R,sheet1,Controller,IO1,15.000,0.882,0.948,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_0o75\controller_fffe_4_0o75_0o75.csd,FFFE
11.127,0.598,F,sheet1,Controller,IO1,15.000,0.898,0.973,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_0o75\controller_fffe_4_0o75_0o75.csd,FFFE
11.334,0.406,R,sheet1,IO0,Controller,15.000,0.706,0.766,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_0o75_0o75\io0_fffe_4_0o75_0o75.csd,FFFE
11.288,0.440,F,sheet1,IO0,Controller,15.000,0.740,0.812,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_0o75_0o75\io0_fffe_4_0o75_0o75.csd,FFFE
11.165,0.567,R,sheet1,IO1,Controller,15.000,0.867,0.935,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_0o75_0o75\io1_fffe_4_0o75_0o75.csd,FFFE
11.143,0.589,F,sheet1,IO1,Controller,15.000,0.889,0.957,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_0o75_0o75\io1_fffe_4_0o75_0o75.csd,FFFE
11.327,0.408,R,sheet1,Controller,IO0,15.000,0.708,0.773,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_1o5\controller_fffe_4_0o75_1o5.csd,FFFE
11.313,0.425,F,sheet1,Controller,IO0,15.000,0.725,0.787,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_1o5\controller_fffe_4_0o75_1o5.csd,FFFE
11.026,0.702,R,sheet1,Controller,IO1,15.000,1.002,1.074,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_1o5\controller_fffe_4_0o75_1o5.csd,FFFE
10.995,0.725,F,sheet1,Controller,IO1,15.000,1.025,1.105,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_0o75_1o5\controller_fffe_4_0o75_1o5.csd,FFFE
11.333,0.399,R,sheet1,IO0,Controller,15.000,0.699,0.767,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_0o75_1o5\io0_fffe_4_0o75_1o5.csd,FFFE
11.309,0.421,F,sheet1,IO0,Controller,15.000,0.721,0.791,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_0o75_1o5\io0_fffe_4_0o75_1o5.csd,FFFE
11.023,0.702,R,sheet1,IO1,Controller,15.000,1.002,1.077,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_0o75_1o5\io1_fffe_4_0o75_1o5.csd,FFFE
11.001,0.718,F,sheet1,IO1,Controller,15.000,1.018,1.099,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_0o75_1o5\io1_fffe_4_0o75_1o5.csd,FFFE
11.198,0.536,R,sheet1,Controller,IO0,15.000,0.836,0.902,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_0o75\controller_fffe_4_1o5_0o75.csd,FFFE
11.184,0.551,F,sheet1,Controller,IO0,15.000,0.851,0.916,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_0o75\controller_fffe_4_1o5_0o75.csd,FFFE
11.168,0.564,R,sheet1,Controller,IO1,15.000,0.864,0.932,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_0o75\controller_fffe_4_1o5_0o75.csd,FFFE
11.140,0.594,F,sheet1,Controller,IO1,15.000,0.894,0.960,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_0o75\controller_fffe_4_1o5_0o75.csd,FFFE
11.216,0.519,R,sheet1,IO0,Controller,15.000,0.819,0.884,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_1o5_0o75\io0_fffe_4_1o5_0o75.csd,FFFE
11.183,0.551,F,sheet1,IO0,Controller,15.000,0.851,0.917,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_1o5_0o75\io0_fffe_4_1o5_0o75.csd,FFFE
11.145,0.574,R,sheet1,IO1,Controller,15.000,0.874,0.955,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_1o5_0o75\io1_fffe_4_1o5_0o75.csd,FFFE
11.128,0.597,F,sheet1,IO1,Controller,15.000,0.897,0.972,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_1o5_0o75\io1_fffe_4_1o5_0o75.csd,FFFE
11.197,0.532,R,sheet1,Controller,IO0,15.000,0.832,0.903,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_1o5\controller_fffe_4_1o5_1o5.csd,FFFE
11.181,0.550,F,sheet1,Controller,IO0,15.000,0.850,0.919,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_1o5\controller_fffe_4_1o5_1o5.csd,FFFE
11.047,0.689,R,sheet1,Controller,IO1,15.000,0.989,1.053,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_1o5\controller_fffe_4_1o5_1o5.csd,FFFE
11.012,0.719,F,sheet1,Controller,IO1,15.000,1.019,1.088,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_4_1o5_1o5\controller_fffe_4_1o5_1o5.csd,FFFE
11.225,0.505,R,sheet1,IO0,Controller,15.000,0.805,0.875,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_1o5_1o5\io0_fffe_4_1o5_1o5.csd,FFFE
11.202,0.535,F,sheet1,IO0,Controller,15.000,0.835,0.898,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_4_1o5_1o5\io0_fffe_4_1o5_1o5.csd,FFFE
11.033,0.698,R,sheet1,IO1,Controller,15.000,0.998,1.067,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_1o5_1o5\io1_fffe_4_1o5_1o5.csd,FFFE
11.018,0.708,F,sheet1,IO1,Controller,15.000,1.008,1.082,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_4_1o5_1o5\io1_fffe_4_1o5_1o5.csd,FFFE
11.169,0.564,R,sheet1,Controller,IO0,15.000,0.864,0.931,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_0o75\controller_fffe_5_0o75_0o75.csd,FFFE
11.144,0.592,F,sheet1,Controller,IO0,15.000,0.892,0.956,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_0o75\controller_fffe_5_0o75_0o75.csd,FFFE
10.996,0.741,R,sheet1,Controller,IO1,15.000,1.041,1.104,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_0o75\controller_fffe_5_0o75_0o75.csd,FFFE
10.964,0.761,F,sheet1,Controller,IO1,15.000,1.061,1.136,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_0o75\controller_fffe_5_0o75_0o75.csd,FFFE
11.170,0.560,R,sheet1,IO0,Controller,15.000,0.860,0.930,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_0o75_0o75\io0_fffe_5_0o75_0o75.csd,FFFE
11.149,0.587,F,sheet1,IO0,Controller,15.000,0.887,0.951,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_0o75_0o75\io0_fffe_5_0o75_0o75.csd,FFFE
10.999,0.730,R,sheet1,IO1,Controller,15.000,1.030,1.101,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_0o75_0o75\io1_fffe_5_0o75_0o75.csd,FFFE
10.972,0.751,F,sheet1,IO1,Controller,15.000,1.051,1.128,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_0o75_0o75\io1_fffe_5_0o75_0o75.csd,FFFE
11.181,0.555,R,sheet1,Controller,IO0,15.000,0.855,0.919,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_1o5\controller_fffe_5_0o75_1o5.csd,FFFE
11.150,0.587,F,sheet1,Controller,IO0,15.000,0.887,0.950,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_1o5\controller_fffe_5_0o75_1o5.csd,FFFE
10.892,0.841,R,sheet1,Controller,IO1,15.000,1.141,1.208,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_1o5\controller_fffe_5_0o75_1o5.csd,FFFE
10.853,0.873,F,sheet1,Controller,IO1,15.000,1.173,1.247,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_0o75_1o5\controller_fffe_5_0o75_1o5.csd,FFFE
11.144,0.586,R,sheet1,IO0,Controller,15.000,0.886,0.956,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_0o75_1o5\io0_fffe_5_0o75_1o5.csd,FFFE
11.121,0.609,F,sheet1,IO0,Controller,15.000,0.909,0.979,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_0o75_1o5\io0_fffe_5_0o75_1o5.csd,FFFE
10.884,0.854,R,sheet1,IO1,Controller,15.000,1.154,1.216,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_0o75_1o5\io1_fffe_5_0o75_1o5.csd,FFFE
10.843,0.877,F,sheet1,IO1,Controller,15.000,1.177,1.257,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_0o75_1o5\io1_fffe_5_0o75_1o5.csd,FFFE
11.059,0.677,R,sheet1,Controller,IO0,15.000,0.977,1.041,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,FFFE
11.024,0.712,F,sheet1,Controller,IO0,15.000,1.012,1.076,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,FFFE
10.994,0.739,R,sheet1,Controller,IO1,15.000,1.039,1.106,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,FFFE
10.970,0.760,F,sheet1,Controller,IO1,15.000,1.060,1.130,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,FFFE
11.021,0.703,R,sheet1,IO0,Controller,15.000,1.003,1.079,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,FFFE
10.983,0.730,F,sheet1,IO0,Controller,15.000,1.030,1.117,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,FFFE
10.994,0.745,R,sheet1,IO1,Controller,15.000,1.045,1.106,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,FFFE
10.961,0.766,F,sheet1,IO1,Controller,15.000,1.066,1.139,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,FFFE
11.053,0.684,R,sheet1,Controller,IO0,15.000,0.984,1.047,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,FFFE
11.028,0.709,F,sheet1,Controller,IO0,15.000,1.009,1.072,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,FFFE
10.881,0.852,R,sheet1,Controller,IO1,15.000,1.152,1.219,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,FFFE
10.852,0.878,F,sheet1,Controller,IO1,15.000,1.178,1.248,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,FFFE
11.049,0.687,R,sheet1,IO0,Controller,15.000,0.987,1.051,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,FFFE
11.009,0.727,F,sheet1,IO0,Controller,15.000,1.027,1.091,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,FFFE
10.882,0.857,R,sheet1,IO1,Controller,15.000,1.157,1.218,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,FFFE
10.828,0.893,F,sheet1,IO1,Controller,15.000,1.193,1.272,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,FFFE
11.008,0.727,R,sheet1,Controller,IO0,15.000,1.027,1.092,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,FFFE
10.984,0.754,F,sheet1,Controller,IO0,15.000,1.054,1.116,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,FFFE
10.853,0.882,R,sheet1,Controller,IO1,15.000,1.182,1.247,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,FFFE
10.824,0.907,F,sheet1,Controller,IO1,15.000,1.207,1.276,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,FFFE
10.967,0.761,R,sheet1,IO0,Controller,15.000,1.061,1.133,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_6_0o75_0o75\io0_fffe_6_0o75_0o75.csd,FFFE
10.951,0.774,F,sheet1,IO0,Controller,15.000,1.074,1.149,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_6_0o75_0o75\io0_fffe_6_0o75_0o75.csd,FFFE
10.835,0.892,R,sheet1,IO1,Controller,15.000,1.192,1.265,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_6_0o75_0o75\io1_fffe_6_0o75_0o75.csd,FFFE
10.757,0.928,F,sheet1,IO1,Controller,15.000,1.228,1.343,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_6_0o75_0o75\io1_fffe_6_0o75_0o75.csd,FFFE
11.008,0.727,R,sheet1,Controller,IO0,15.000,1.027,1.092,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_1o5\controller_fffe_6_0o75_1o5.csd,FFFE
10.992,0.747,F,sheet1,Controller,IO0,15.000,1.047,1.108,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_1o5\controller_fffe_6_0o75_1o5.csd,FFFE
10.716,1.019,R,sheet1,Controller,IO1,15.000,1.319,1.384,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_1o5\controller_fffe_6_0o75_1o5.csd,FFFE
10.685,1.038,F,sheet1,Controller,IO1,15.000,1.338,1.415,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_0o75_1o5\controller_fffe_6_0o75_1o5.csd,FFFE
10.987,0.744,R,sheet1,IO0,Controller,15.000,1.044,1.113,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_6_0o75_1o5\io0_fffe_6_0o75_1o5.csd,FFFE
10.976,0.752,F,sheet1,IO0,Controller,15.000,1.052,1.124,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io0_fffe_6_0o75_1o5\io0_fffe_6_0o75_1o5.csd,FFFE
10.734,1.002,R,sheet1,IO1,Controller,15.000,1.302,1.366,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_6_0o75_1o5\io1_fffe_6_0o75_1o5.csd,FFFE
10.675,1.043,F,sheet1,IO1,Controller,15.000,1.343,1.425,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,io1_fffe_6_0o75_1o5\io1_fffe_6_0o75_1o5.csd,FFFE
10.890,0.844,R,sheet1,Controller,IO0,15.000,1.144,1.210,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_1o5_0o75\controller_fffe_6_1o5_0o75.csd,FFFE
10.867,0.871,F,sheet1,Controller,IO0,15.000,1.171,1.233,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_1o5_0o75\controller_fffe_6_1o5_0o75.csd,FFFE
10.841,0.892,R,sheet1,Controller,IO1,15.000,1.192,1.259,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_1o5_0o75\controller_fffe_6_1o5_0o75.csd,FFFE
10.823,0.915,F,sheet1,Controller,IO1,15.000,1.215,1.277,0.700,0.700,1.700,0.500,-0.500,0.500,NA,NA,controller_fffe_6_1o5_0o75\controller_fffe_6_1o5_0o75.csd,FFFE
