Rmin Etch Delay (ns),Rmax Etch Delay (ns),Fmin Etch Delay (ns),Fmax Etch Delay (ns),Transfer Net,Driver,Receiver,Corner,Column
1.113,1.245,1.182,1.270,1st_sheet,designator1,designator2,TTTE,
