Transfer Net,UI (ns),Node,Designator,Corner,Eye Width (ns),Virtual Eye Width (ns),VinMeas Jitter (ns),VinMeas Rising Jitter (ns),VinMeas Falling Jitter (ns),Duty Cycle,Inner Height (V),Outer Height (V),Composite Eye Width (ns),Composite VinMeas Jitter (ns),Composite Inner Height (V),Composite Outer Height (V)
sheet1,3.000,All,All,All,2.788,2.788,0.102,0.036,0.102,,4.302,6.413,2.790,0.102,4.302,6.413
sheet1,3.000,designator2_pad,designator2,All,2.788,2.788,0.102,0.036,0.102,,4.302,6.413,2.790,0.102,4.302,6.413
sheet1,3.000,All,All,TT,2.788,2.788,0.102,0.036,0.102,,4.302,6.413,2.790,0.102,4.302,6.413
sheet1,3.000,designator2_pad,designator2,TT,2.788,2.788,0.102,0.036,0.102,,4.302,6.413,2.790,0.102,4.302,6.413
