Transfer Net,UI (ns),Node,Designator,Corner,Eye Width (ns),Virtual Eye Width (ns),VinMeas Jitter (ns),VinMeas Rising Jitter (ns),VinMeas Falling Jitter (ns),Duty Cycle,Inner Height (V),Outer Height (V),Composite Eye Width (ns),Composite VinMeas Jitter (ns),Composite Inner Height (V),Composite Outer Height (V)
sheet1,10.000,All,All,All,9.830,9.830,0.061,0.004,0.003,,2.818,4.784,9.790,0.090,2.818,4.784
sheet1,10.000,designator4_pad,designator4,All,9.830,9.830,0.061,0.004,0.003,,2.818,4.784,9.790,0.090,2.818,4.784
sheet1,10.000,All,All,TT,9.830,9.830,0.061,0.004,0.003,,2.818,4.784,9.790,0.090,2.818,4.784
sheet1,10.000,designator4_pad,designator4,TT,9.830,9.830,0.061,0.004,0.003,,2.818,4.784,9.790,0.090,2.818,4.784
