Warning,Part,IBIS File,IBIS Component,Timing File,Timing Model,Pin Number,Pin Name,Model Name,Model Type,Additional Data
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,149, 2s_ttl33_cio_d24p,2s_ttl33_cio_d24p,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,150, 2s_ttl33_rrio_d4,2s_ttl33_rrio_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,151, 2s_ttl33_rrio_d8,2s_ttl33_rrio_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,152, 2s_ttl33_rrio_d12,2s_ttl33_rrio_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,153, 2s_ttl33_rtio_d4,2s_ttl33_rtio_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,154, 2s_ttl33_rtio_d8,2s_ttl33_rtio_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,155, 2s_ttl33_rtio_d12,2s_ttl33_rtio_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,156, 2s_ttl33_cin,2s_ttl33_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,157, 2s_ttl33_cin_p,2s_ttl33_cin_p,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,158, 2s_ttl33_rrin,2s_ttl33_rrin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,159, 2s_ttl33_rtin,2s_ttl33_rtin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,160, 2s_hstl12_cin,2s_hstl12_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,300, 2s_cmos15_cio_r50,2s_cmos15_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,301, 2s_cmos15_rrio_r50,2s_cmos15_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,302, 2s_cmos15_rtio_r50,2s_cmos15_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,303, 2s_cmos33_cio_r25,2s_cmos33_cio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,304, 2s_cmos33_cio_r50,2s_cmos33_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,305, 2s_cmos33_rrio_r25,2s_cmos33_rrio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,306, 2s_cmos33_rrio_r50,2s_cmos33_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,307, 2s_cmos33_rtio_r25,2s_cmos33_rtio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,308, 2s_cmos33_rtio_r50,2s_cmos33_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,309, 2s_hstl15c1_cio_r50,2s_hstl15c1_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,310, 2s_hstl15c1_rrio_r50,2s_hstl15c1_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,311, 2s_hstl15c1_rtio_r50,2s_hstl15c1_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,312, 2s_hstl18c1_cio_r50,2s_hstl18c1_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,313, 2s_hstl18c1_rrio_r50,2s_hstl18c1_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,314, 2s_hstl18c1_rtio_r50,2s_hstl18c1_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,315, 2s_hstl18c2_cio_r25,2s_hstl18c2_cio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,316, 2s_sstl18c1_cio_r50,2s_sstl18c1_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,317, 2s_sstl18c1_rrio_r50,2s_sstl18c1_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,318, 2s_sstl18c1_rtio_r50,2s_sstl18c1_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,319, 2s_sstl18c2_cio_r25,2s_sstl18c2_cio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,320, 2s_sstl25c1_cio_r50,2s_sstl25c1_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,321, 2s_sstl25c1_rrio_r50,2s_sstl25c1_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,322, 2s_sstl25c1_rtio_r50,2s_sstl25c1_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,323, 2s_sstl25c2_cio_r25,2s_sstl25c2_cio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,324, 2s_sstl25c2_rrio_r25,2s_sstl25c2_rrio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,325, 2s_sstl25c2_rtio_r25,2s_sstl25c2_rtio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,326, 2s_ttl18_cio_r25,2s_ttl18_cio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,327, 2s_ttl18_cio_r50,2s_ttl18_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,328, 2s_ttl18_rrio_r50,2s_ttl18_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,329, 2s_ttl18_rtio_r50,2s_ttl18_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,330, 2s_ttl25_cio_r25,2s_ttl25_cio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,331, 2s_ttl25_cio_r50,2s_ttl25_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,332, 2s_ttl25_rrio_r25,2s_ttl25_rrio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,333, 2s_ttl25_rrio_r50,2s_ttl25_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,334, 2s_ttl25_rtio_r25,2s_ttl25_rtio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,335, 2s_ttl25_rtio_r50,2s_ttl25_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,336, 2s_ttl33_cio_r25,2s_ttl33_cio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,337, 2s_ttl33_cio_r50,2s_ttl33_cio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,338, 2s_ttl33_rrio_r25,2s_ttl33_rrio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,339, 2s_ttl33_rrio_r50,2s_ttl33_rrio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,340, 2s_ttl33_rtio_r25,2s_ttl33_rtio_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,341, 2s_ttl33_rtio_r50,2s_ttl33_rtio_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,350, 2s_cmos15_cio_r50c,2s_cmos15_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,351, 2s_cmos33_cio_r25c,2s_cmos33_cio_r25c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,352, 2s_cmos33_cio_r50c,2s_cmos33_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,353, 2s_hstl12_cio_r50c,2s_hstl12_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,354, 2s_hstl15c1_cio_r50c,2s_hstl15c1_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,355, 2s_hstl18c1_cio_r50c,2s_hstl18c1_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,356, 2s_hstl18c2_cio_r25c,2s_hstl18c2_cio_r25c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,357, 2s_sstl18c1_cio_r50c,2s_sstl18c1_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,358, 2s_sstl18c2_cio_r25c,2s_sstl18c2_cio_r25c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,359, 2s_sstl25c1_cio_r50c,2s_sstl25c1_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,360, 2s_sstl25c2_cio_r25c,2s_sstl25c2_cio_r25c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,361, 2s_ttl18_cio_r25c,2s_ttl18_cio_r25c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,362, 2s_ttl18_cio_r50c,2s_ttl18_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,363, 2s_ttl25_cio_r25c,2s_ttl25_cio_r25c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,364, 2s_ttl25_cio_r50c,2s_ttl25_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,365, 2s_ttl33_cio_r25c,2s_ttl33_cio_r25c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,366, 2s_ttl33_cio_r50c,2s_ttl33_cio_r50c,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,367, 2s_hstl12_cin_g50c,2s_hstl12_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,368, 2s_hstl15_cin_g50c,2s_hstl15_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,369, 2s_hstl18_cin_g50c,2s_hstl18_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,370, 2s_sstl18_cin_g50c,2s_sstl18_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,371, 2s_sstl25_cin_g50c,2s_sstl25_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,372, 2s_dhstl15_cinp_g50c,2s_dhstl15_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,373, 2s_dhstl15_cinn_g50c,2s_dhstl15_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,374, 2s_dhstl18_cinp_g50c,2s_dhstl18_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,375, 2s_dhstl18_cinn_g50c,2s_dhstl18_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,376, 2s_dsstl18_cinp_g50c,2s_dsstl18_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,377, 2s_dsstl18_cinn_g50c,2s_dsstl18_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,378, 2s_dsstl25_cinp_g50c,2s_dsstl25_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,379, 2s_dsstl25_cinn_g50c,2s_dsstl25_cin_g50c,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,171, 2s_cmos15_cfdone,2s_cmos15_cfdone,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,172, 2s_cmos15_nstatus,2s_cmos15_nstatus,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,173, 2s_cmos15_dclk,2s_cmos15_dclk,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,174, 2s_cmos15_tdo,2s_cmos15_tdo,Output,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,175, 2s_cmos15_nceo,2s_cmos15_nceo,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,176, 2s_ttl18_cfdone,2s_ttl18_cfdone,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,177, 2s_ttl18_nstatus,2s_ttl18_nstatus,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,178, 2s_ttl18_dclk,2s_ttl18_dclk,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,179, 2s_ttl18_tdo,2s_ttl18_tdo,Output,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,180, 2s_ttl18_nceo,2s_ttl18_nceo,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,181, 2s_ttl25_cfdone,2s_ttl25_cfdone,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,182, 2s_ttl25_nstatus,2s_ttl25_nstatus,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,183, 2s_ttl25_dclk,2s_ttl25_dclk,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,184, 2s_ttl25_tdo,2s_ttl25_tdo,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,185, 2s_ttl25_nceo,2s_ttl25_nceo,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,186, 2s_ttl33_cfdone,2s_ttl33_cfdone,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,187, 2s_ttl33_nstatus,2s_ttl33_nstatus,I/O_open_drain,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,188, 2s_ttl33_dclk,2s_ttl33_dclk,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,189, 2s_ttl33_tdo,2s_ttl33_tdo,Output,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,190, 2s_ttl33_nceo,2s_ttl33_nceo,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,202, 2s_dhstl15c1_cop_d4,2s_dhstl15c1_co_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,203, 2s_dhstl15c1_con_d4,2s_dhstl15c1_co_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,204, 2s_dhstl15c1_cop_d6,2s_dhstl15c1_co_d6,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,205, 2s_dhstl15c1_con_d6,2s_dhstl15c1_co_d6,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,206, 2s_dhstl15c1_cop_d8,2s_dhstl15c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,207, 2s_dhstl15c1_con_d8,2s_dhstl15c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,208, 2s_dhstl15c1_cop_d10,2s_dhstl15c1_co_d10,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,209, 2s_dhstl15c1_con_d10,2s_dhstl15c1_co_d10,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,210, 2s_dhstl15c1_cop_d12,2s_dhstl15c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,211, 2s_dhstl15c1_con_d12,2s_dhstl15c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,212, 2s_dhstl15c1_cop_r50,2s_dhstl15c1_co_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,213, 2s_dhstl15c1_con_r50,2s_dhstl15c1_co_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,214, 2s_dhstl15c2_cop_d16,2s_dhstl15c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,215, 2s_dhstl15c2_con_d16,2s_dhstl15c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,216, 2s_dhstl15c2_cop_d18,2s_dhstl15c2_co_d18,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,217, 2s_dhstl15c2_con_d18,2s_dhstl15c2_co_d18,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,218, 2s_dhstl15c2_cop_d20,2s_dhstl15c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,219, 2s_dhstl15c2_con_d20,2s_dhstl15c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,220, 2s_dhstl15_cinp,2s_dhstl15_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,221, 2s_dhstl15_cinn,2s_dhstl15_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,222, 2s_dhstl18c1_cop_d4,2s_dhstl18c1_co_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,223, 2s_dhstl18c1_con_d4,2s_dhstl18c1_co_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,224, 2s_dhstl18c1_cop_d6,2s_dhstl18c1_co_d6,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,225, 2s_dhstl18c1_con_d6,2s_dhstl18c1_co_d6,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,226, 2s_dhstl18c1_cop_d8,2s_dhstl18c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,227, 2s_dhstl18c1_con_d8,2s_dhstl18c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,228, 2s_dhstl18c1_cop_d10,2s_dhstl18c1_co_d10,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,229, 2s_dhstl18c1_con_d10,2s_dhstl18c1_co_d10,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,230, 2s_dhstl18c1_cop_d12,2s_dhstl18c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,231, 2s_dhstl18c1_con_d12,2s_dhstl18c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,232, 2s_dhstl18c1_cop_r50,2s_dhstl18c1_co_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,233, 2s_dhstl18c1_con_r50,2s_dhstl18c1_co_r50,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,234, 2s_dhstl18c2_cop_d16,2s_dhstl18c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,235, 2s_dhstl18c2_con_d16,2s_dhstl18c2_co_d16,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,236, 2s_dhstl18c2_cop_d18,2s_dhstl18c2_co_d18,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,237, 2s_dhstl18c2_con_d18,2s_dhstl18c2_co_d18,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,238, 2s_dhstl18c2_cop_d20,2s_dhstl18c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,239, 2s_dhstl18c2_con_d20,2s_dhstl18c2_co_d20,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,240, 2s_dhstl18c2_cop_r25,2s_dhstl18c2_co_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,241, 2s_dhstl18c2_con_r25,2s_dhstl18c2_co_r25,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,242, 2s_dhstl18_cinp,2s_dhstl18_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,243, 2s_dhstl18_cinn,2s_dhstl18_cin,Input,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,244, 2s_dsstl18c1_cop_d4,2s_dsstl18c1_co_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,245, 2s_dsstl18c1_con_d4,2s_dsstl18c1_co_d4,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,246, 2s_dsstl18c1_cop_d6,2s_dsstl18c1_co_d6,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,247, 2s_dsstl18c1_con_d6,2s_dsstl18c1_co_d6,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,248, 2s_dsstl18c1_cop_d8,2s_dsstl18c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,249, 2s_dsstl18c1_con_d8,2s_dsstl18c1_co_d8,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,250, 2s_dsstl18c1_cop_d10,2s_dsstl18c1_co_d10,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,251, 2s_dsstl18c1_con_d10,2s_dsstl18c1_co_d10,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,252, 2s_dsstl18c1_cop_d12,2s_dsstl18c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,253, 2s_dsstl18c1_con_d12,2s_dsstl18c1_co_d12,I/O,
Part pin not referenced in Transfer Net List,stratix2,stratix2.ibs,StratixII,stratix2.tmg,stratix2,254, 2s_dsstl18c1_cop_r50,2s_dsstl18c1_co_r50,I/O,
