Transfer Net,UI (ns),Node,Designator,Corner,Eye Width (ns),Virtual Eye Width (ns),VinMeas Jitter (ns),VinMeas Rising Jitter (ns),VinMeas Falling Jitter (ns),Duty Cycle,Inner Height (V),Outer Height (V),Composite Eye Width (ns),Composite VinMeas Jitter (ns),Composite Inner Height (V),Composite Outer Height (V)
skew1,3.000,All,All,All,2.836,2.836,0.020,0.005,0.002,+/-0%,5.035,5.564,2.467,0.377,5.035,5.592
skew1,3.000,designator2_pad,designator2,All,2.836,2.836,0.020,0.005,0.002,+/-0%,5.035,5.564,2.467,0.377,5.035,5.592
skew1,3.000,All,All,TT,2.836,2.836,0.020,0.005,0.002,+/-0%,5.035,5.564,2.467,0.377,5.035,5.592
skew1,3.000,designator2_pad,designator2,TT,2.836,2.836,0.020,0.005,0.002,+/-0%,5.035,5.564,2.467,0.377,5.035,5.592
